UID	TEXT	LABEL
162	Modi Ji Kay sare kam acche hay par ek kaam bura hay inko aapan ne jitaya election hay ya World Tour package Purana PM to silent mode or naye PM flight mode hamare desh ki to kismat hi kharab hay	0
163	Modhiji se India ki janta ko jo umide thi vo abhi tak jaha ki taha hai kuch esa strong kare jo anewale samay me bhi bana rahe kiyki samay ab kam he	1
165	Har har modi ghar ghar modi modi ji aap cha gye congresiyo ke pet me dard ho raha hai apki yattra dekh ke	2
167	ghum le puri Dunia chutia bana raha pure india ko kutta sala	0
168	Modiji des ne aap pr bharosa jtaya hai aap hmari ummido pr khra utrna	2
169	Pradhanmantriji Me sapath leta hu ki jis din humare desh ke sare neta subsidy khana band kar dege us din me bhi apne hisse ki subsidy return kar duga.	1
170	India ke sabse lokpriy pm modi ji mai aapse request kartahu pm banne ke baad aap mp ke satna nahi aaye please aap jab bhi mp aaye satna aagman ko acsept kar lijiye. Thanku	1
173	Modiji nice parson abi survat hai age age dekho hota hai kay	2
174	Modi ji aap badhey chalo janta apke sath hai.	2
175	Hindustan ka sher p.m modi jo har country ko apne desh khobiyo se intro karwana chahata haijay hind	2
178	Gandhi ji aur aapne apni chhavi se na kewal desh me balki pure wiswa me bharat ka nam gauranwit kiya hai wish u all the best	2
180	bharat ka shan narendar modi lakin bihar ka kya hoga modi jee	1
181	urgent wrk hai aapke saath modi g	1
183	Bharat mata ki jai	2
184	Ghandhi gandhi gandhi aakhir ye gandhi hi kya ek logo ko bewkuf bana kr des ko bechne wala	0
185	Jai hind jai bharat mata ki jai	2
187	Poojjya Narendra modiji good evning mera ek swpna hi aapkasaat ek selpy pooto chaiea anugrha deejia ples	1
188	Modi jee, aap jaha jaatey ho vaha sabko apna bna latey ho, good wishes for you	2
190	Jiao hind jai bharat	2
192	Modi ji desh ka nam bda rhe he.	2
193	maharani laxmi bai, tatya tope , Subhas chandra bos , ajad , Bhagat etc are the true leaders	2
194	Gandhiji ka sanman itnato congress ne bhi nahi kiya	2
195	desh ko ap ki jarurat hai aage le jane ke liye	2
196	(gandhi)he iz a murderer. he killed subhas ch. bose	0
197	Don't forget godse	1
198	ek aayas admi tha nehru	1
199	india kbhi bhi china ko peeeche nhi kr paaega.....	0
200	P.M.NAMO NAMO Aaj aapki vajha se saare Duniya Ghunj uthe hai only MODI MODI Thanks	2
202	Modi ser desh me kharab ho rha anaaaj ???? ???? iske bare me kya soch rhe hy aap	1
203	hindustan ke dusre mhatma gandhi nerndr modi jee hai har har modi ghar ghar modi	2
204	Jai hind.mera desh mhan	2
205	Ek naya itihas banayega Modi ji ka karyekaal.	2
206	aaj ke mahatma gandhi P.M.Modi jee modi jee me swami vivekanand ki chhavi bhi dikhtee hai	2
209	Kabhi SUBHAS CH Bose & Bhagat Singh ki bhi baat kiya karo sirji....Jisne desh k tukde kar diye us aadmi (Gandhi) ki murti anvaran karte phir raheho @ narendra modiji	0
210	maine kai bar suna ki bharat ek din bishwa guru banega. lekin yakeen nahin hota tha. per aap kee lagan aur karya shaily se ab poora yakeen ho gaya,bahut jaldi bharat maha guru ban jayega. bharat maa ki jai.	2
211	Mast lag rhe ho modi sab	2
212	apne desh ki mahanta ko jitna bhi desh me charcha kiya jaya bhahut hi acha hai	2
213	modiji aap itna paysa ghumne me lagarahe ho desh girvi rakhana hai kya	0
214	kal modiji nagpur jar nam len sir he vinti aahe sir	1
215	Mei meri puri,,, family modi sir se bahoot,,, peyar karte hai	2
216	Vande mataram. ..Jai hind. .Jai bharath	2
217	modi ji bangladash sa sab hendu ko india ma la chaleya plz eha musalman hendu ka vume dakal karlata ha or ve bahot aneti karta ha	1
218	Modiji to apne desh ko aage le jane ke liye bhut kuch kr rhe hai ab desh ke youngest ko jag ne ki bari hai ..... jay hind	2
220	Modi sir welcome aapko or hum aap jaise sir ki jarurat	2
224	Sir ji aap se bat karna hai hame	1
226	Bharat Nav nirmaan karenge MODI Ji,shaktishaali rastra banaaven MODI Ji	2
227	Jai hind modi ji	2
229	Udar hamare indian faoj ko pakistan goliyo se bhuj raha hai or navaj se hath mila rahe hai	0
230	bas isi tarah aap age badate rahiye hum aapke sath hai ...	2
231	Modi ji sorry bidesoon main mat ghoomo apne naitaoo saansdon ko pakdo belagaam hote ja tahe hain gareeboun ki socho 1 2 Rs ki policiyon se kuch nahi hoga moti aasamiyoun se paisa nikalo gareboun se nahi	0
232	Good deed modi bhai ji......hme hmara desh fir se golden sparrow bnana h....wo spna sch hoga...jiske liye god n apko select kiya h...thnku god...4 modi ji	2
234	modi ji. Assam and megalaya me ak khel hota he jiska nam he ter plz usha bond kijea.	1
235	May pm supar dupar nmo nmo	2
236	modi ji jay ram ji ki	2
237	Lega rhia purei takt k sath sbhi bharrt venseyo ki duaey ap k sath hai	2
238	modi ji pakishtan ko muhtod jabab dena hoga	2
240	Koi fayda hai inko ye sab dikhane se????	0
241	Kya pm bihar me aana. chahte hai	1
242	Sir ji kamal kardi apne vides me bhi.	2
243	Chankya ne kha hai .. Agar aapko ek kadam aage badhna hai to pahle 10 kadam piche rakho	1
246	PM ji ne toh poore vishwa mein ye saabit kar diya hai ki India sab ke sath badhega.	2
247	Modi ji grat	2
249	Modi sir yeh kaunsi jagah chale gaye ho, mere se toh naam bhi sahi se nai liya ja raha...lol :-D	1
250	Modi sirf naam he kahi hei	2
252	Itni energy vaala perhaps he koi p.m.raha ho india ka, aapkey liyye bhagvaan se prey kertey hai, sabka saath... Sabka vikas....jai ho	2
253	Modi mission : 2 establish world brotherhood...grt man grt thinking @ Modi : a boon 2 earth	2
254	Modi ji aap aage bado hum tumhare shath he..	2
256	Modi g jaha bhi gaya apna jhanda gaar kar aya.	2
257	Modi ji bharat ki badhti abaadi ki fikar kijiye Jo bharat ko patan ke maarg per lejaa rahi h	0
258	Hamare desh ko aage badhane vale, logo me utsah jagane, narendra modi ji ko bhagvan hamesha khush rakhe.	2
259	Apka kya khna PM ji	1
261	I love u.modi sir jankibhi jarurat ho to mang lena haste haste.dedege aap ka subh sintak	2
262	Yehi jadu hai modiji ka jaha jate log pyaar karte hai	2
263	Modi ji desh ke kanun me kuch Sridhar karyein	2
264	Lov u modi ji	2
267	Yes yes yes	2
269	Me bhe aap ka bahut bada dewana hu	2
270	modi ji apko sahi dimag ko me salute karta hu	2
271	Mr. Pm hme aap par graw hai. Manish kumar, nasriganj	2
275	Lambe samay ke baad desh ko ek samarth n samarthyavan neta mila hai jo videsho me bhi lokpriya hai.	2
277	india ka log ka vote ka valu delhi me samach ayyena.india me avo modiji,idhar bhahuth problams he solve karne ka	0
281	akele modi kya ker sakte hai.........akela aadmi pahad nhi khod sakta	1
282	Joy hind, Varot mata ki joy	2
283	modiji aap great ho but dekhna kahin bahr rishte ache karte karte aapke 5 saal na nikal jayen ..:P	2
285	Aap great ho modi ji aapki wajah se hamara sir fakar se ucha ho gaya dunia me jay ho	2
286	sicha vibhag ki tarah koi dhyan q n deta jo most important hai log apne baccho ko sarkari college ki jagah private collego me q pdhate hai	0
287	agr is desh me badlaw lane hai to sampark kre 9451551081, pe mere pass sujhaw aur tarika dono hai teachero ka vetan bhar bdhate jao jo sote hai collego me soche fir comment kre	1
288	ghumna band karo modiji ab thoda sarkar ko bhi dekhlo ..............................	0
290	Great prime minister modi ji jai hind	2
291	PM MODI JI BAHUT UDARWADI VIKAS PURUS HAIN	2
293	Modi ji aapnea teo kamaal kar diya ji aap ka kaam deakhatea hi muchha majaa aa jata hai ,tv. Per dekhea nhi ki mud fresh ,congratulations ji	2
294	Mananiy & sammananiy narendra modi ji is yug k Aap Lauh Purush hai mujhe aap par garv hai Aapko koti-koti Naman	2
295	modi ji hame app per garv h lakin desh ka vikas tab hoga jab sabi bhartiyo ki soch Appke jaisi hogi	2
296	AAJ mere desh ko anteraatma SE jaga hua honable PM mila	2
298	Modi ji aap jesa koi nhi dhanywad aap desh ki kitni sewa karte hai jese ak beta apni ma ko poojta hai	2
300	Narendra damodar modi g acche din kab ayenge babu. Hai koi upaye.	0
301	ppp model chirman in rajesthan is lalit modi	1
303	Tajikistan ne Gurudev Tagore,Mahatma Gandhi ki peetho ki sthapanaa karake Bharat k bhaavaatmak ekataa ko sudridh kiya h	2
304	Hamre vote nahi milenge aapko agar us din muslim ki cap pehni to	0
305	mahan bibhutiyo ko naman karna sacchi dhridhata ka sabse anmol marg hai .aapko sadar naman	2
306	Namaskar app ki vikash bahut achhi gurdev sab se achhi	2
307	Aap Hindutva kabhi na bhuliyega	2
308	hindustan ka raja he bhai	2
310	good soch pm narendra modi	2
311	Plz sir aap se baat kar ne hai	1
312	Abki baar phir modi sarkar	2
315	oh great,,..har din apko dekh ke nai urja milta hai.ap jio hajoro sal sir ji or india ko biswa bijai banao..	2
316	Tusi bast pm ho modi ji Sade I'm panjabi	2
317	sir apne rastriya rojgar youjana me sms job ke liye news paper me add dya he kya???	1
318	mene ap ke paas mail kiya hai mughhhhhe aap se answer chahiye	1
319	modi ke maki chooooooooth me mera booooooooooolaaaaaaaaaaaaaaa	0
321	Bharat mata ke ji	1
325	Ise share karo plz	1
326	BJP VIJAY hooooooooooooo	2
327	Tu bhi jhootha nikla ,Vaada tera vaada hi nikla...	0
329	apna pm modi g ka jalwa...	2
330	PM Saab aapkey swatch BHARAT mission ke Himachal Ki Raajdhaani sey ek tasweer bhejee hai mainey kal. Usey jarur dekh Lena	1
332	priya narandra modi pm ji apkaisa ho good night	1
338	pm uncle abki bar naya bihar bihar ki janta banayegi bjp sarkaar	2
339	Devlope sirf sahro me hota hai gawo me nahi.	0
341	Mee atalji ko bahat pasand kiya tha. Unka adarsh great tha. Uske bad app ayee sir i salute you	2
343	Kabhi ghar me bhi raha karo modi ji?	0
344	PM MODI JI KI JAI HO	2
348	kyonki aapke baare main jaanta hu to aap bhi mere baare me saari jaankari jaane	1
349	Bahut sundar. Hardik subhkamnaye	2
350	modiji....humane apko wot diya lekin muze ab lag raha he ki me rong tha	0
357	PRANAM,JAI HO	1
358	GOOD MORNING TO ALL OF UP M SHRI NARENDRA BHAI MODI JI JAY SHRI KRISHNATHANKS TO BOTH OF USANGITA PATIL MLAVIJAY KUMAR Vicky Mavan SoniJAY SHRI KRISHNA	1
361	Modi ji ek aise shashank hai jo wacky ki hindustan ko hindustan he bana rahi hai ab jaake hindustan taraqqi kar raha hai I love modi sarkar	2
362	modi sir ko namo namo.humko garb hotahe kiuki humare matrubhumi ne yesa birpurus ko janam diyahe.	2
363	apka koi v yojna-Plan sahi Trah se upyog nahi ho paya h.....	0
367	mai aap se milta chahta hu lekin mai mil nahi pawga	1
369	modi ji kese ho ap.. videsh me apka dheyan rakha ja raha hai na sir.. sir ap please jaldi se ajao fir maan ki baat karna I'm waiting for it sir.. take care sir	1
370	Narendra modi ji plz court me jo cases pending hai use jldi nyai mile aisi koi upai yojna kre	0
371	Election jantak chunne k hota h ya neta juth bolte h bade2 wade karte h,lakin wahi'ENGRAGI SASAN'Ise badlega kon jise humne chunna h lakin wo badlega to wo satta sukh,bade2 ghotale,janta ka pesa janta k leya kyo pryoge nahi ja raha,	0
372	Bhai ghumta rahio kaaam koi na kario	0
373	Or kuch ho ja na ho par j bnda sarkari paise par duniya jarur ghum lega.	0
374	Jb chunane ka aadhikr janta ko h to,jb unhe lage ke galat aadmi chuna gaya h to,5yr kyo sahe uske tanasahi,reject kre usa,isse neta janta k pirti jyda jimmadare honge.	1
375	Sunil ji Brahmand ke Sher hain hamarein Modi Ji	2
376	India ka hal aisa hote jaiega to india may koi educated person nehi nicklegi	0
380	plz modi ji aapke desh basioko samjhaiya ki buddha ka janam nepalmain huwa hain na ki india me.	1
381	modi sir....you come bihar.because neccessary to bjp government in bihar.......har har modi ghar ghar modi.....	1
384	Kewal ghumte raho aur india ka ko narak me badal do tumhara modi yahi kahani	0
385	Modi ne kuch kiya ki nahi... wo pata nhi.. pr wo 5 sal me pura world jrur ghum kr aayega	0
386	background music plz..Phul mangu na bahar mangu Mai to sanam tera pyar mangu ?	1
387	Modi ji aap dash kahenhe sbheka diloke P.M.ho	2
388	Jabtak surj chand rhega tabtak modi ji sarkar rhega ....jay hind	2
390	Har har modi ghar ghar modi all world modi ji gud work sir ji	2
391	kitni khoobsurat ye tasveer h	2
392	modi ji roj hajaro gaaye kat rhi he uanka kuc kro jo bi suvar gaayo ko katata he un ko fasi do ya haat per kat kr corahe pr fek do salo ko	0
393	Bade dhayan se dekh rahe ho	1
394	Jitni daulat ye neta log vides ghumne me kharch kar dete agar wo garibo me bat de to kitno ka pet bhar jayega	1
395	sir gay mat aki hatyaye roko	2
396	waqt sahi, nirnay sahi, sachi mein sahi waqt par sahi nirnay lenevala hamare saath hai tho, hamare bharath ko our bharat vaasiyon ko our kya chahiye sir ji. hum sab aapke saath hai sir ji.	2
397	Kyo pade ho chakar me koi nahi hai takar me. Modi is best pm .	2
398	Bapu g nirdhos h auko jaldi bahar lao	2
399	abhi dobara vote ho jaay bjp 7 seat bhi nahi mlaygi jai rajesthan	0
400	Pm ky sath videsh mantri bhi h modi	1
402	SRIJI Jantar mantra padhare !aapko nyota hai !	1
404	ati uttam modi ji	2
410	Modi ji apne kaha tha ki assam se sab bangladesi jald hi jayenge. Par apne to unko dawat pe bulawa diya . Jo naukile kata tar se assam ata he uske liye to apne volvo bus bhej diye. Apse hamko ye ummid nehi thi.	0
411	Apke niti se ane wale salo me bharat sabse age hoga... Or apki widesh niti bahot hi badhiya h...	2
412	Enjoy krlo humare paise se ...world tour waw. .....	0
413	modiji yehi voh desh hai jo hume aur mazbut banayenge	2
415	Nari samman Desh ka samman,Nariki unnati Desh ki unnat	2
416	Pehli bar desh ki "AAN BAN SHAN"dikhth he , jispe hame "NAZ" he.salam to p.m.	2
417	Welcome modi jee	1
418	Dhyaan se sir bike se mt gir jaana hahaha	0
420	great modi ji	2
422	please sir apke rhte vito power dila dena ......................	2
423	kise kaam.ki.nh hai jo ..	0
427	Sir aap aage chalo hum aapke saat he	2
429	Sir,kuch apne desh me bhi ghoom liya jaye, kahin bijli to kahin pani,aur kahin road hi nahi haiAchhe din jab aayenge aate rahenge,aap to aao	0
431	Bharat desh ke liye avatar hai pm modi ji	2
433	Mullo ko bhagao...TP mat karo	0
434	Jo aap ke sat rat din lga rha	1
435	Sir reconnection ke liye fir se jaana pad sakta hai kya ?	1
436	Kailash vijaywargiya ko nikaal bahar karenge aap ya apni saari mehnat or haamare bharoshe pe paani phirwaiyega	0
437	india ka mal jitna paroge ghum lo 5 sal ke bad aap nehin aaoge	0
439	modiG u r great pm.lakin un sainiko ka bhi koi solutation h jo jantr mantr pat 29 din se bhukh hardtal oar baitha h.aur hamara media is news ko dikha bhi nhi raha h.WaH india ka media wah	2
441	Saare jahan se achha hindustaa hamara	2
442	Jo gau hatya band ni kar sakta woh hamare kam ka nehi	0
447	Thank you sir apka yatra se desh ko jarur fayada hoga hame garv hai app par aur apaki nitiyo par	2
448	Great sir'' jabtak suraz chand rahega modiji ka naam rahega....	2
450	Modi ji zindabaad hamare desh ka strong hain joh India ki image badlega	2
451	Tan aur Mann desh Kay liye pranam modi ji .	2
452	Great modi ji welcomes	2
453	Aaj har nagarik ke man main ek hi chahat hai ki narendra modi kuch karenge.aaj haar yuba	2
455	Sat sat naman	1
456	Welcome back Mr pm.ab kitne din rahenge India me???ye paisa kisika baap ka nehi hai.hamara hai.hamare paison Se bidesh ja kar ghumte ho saram nehi aati???	0
458	Swagatam Maa bharti apne pass bula rahi h	1
459	sar in pakistanio ka kuch kijiye...... kuch pakistani log daily aapka naam lekar india walo ko gaaliya dete h	1
461	P m ji roj yhi khre milte ho	0
462	Sehar aa gaya	1
463	sar aap se jaruri baat kar na he sar mera no 9747375375	1
464	Punjab me disst... ferozpur	1
465	One rank one pension ke liye Pease nahi hai sharm karo bhul gaye Rewadi ki pehli relli ko PM SAAB	0
466	Sir aap jo kam country ke lea kar rahe hai uske lie aapko badhi	2
467	P.m modi jee.aj mgnrega sab se top par hai.garamin chhetro mai esse playan ruka hai.lekin esme gram rojgar sewk, j.e. in sabka vawisy aap ke hath mai hai. Hum apne priwar ka laln paln dhang se nhi kr skte.bacho ko achhi shiksha bhi nhi de skte.	0
468	Jai hind shar	2
469	Sir, Abhi desh ke sabhi state ka tour laga ne to nikle. Jaise 2014 ke election me aap nikle the. Aab dekhye kitna parivartan/ change hua hai ke nahi.	0
470	modi g ke jajbe ko koti koti naman	2
471	aabay india k sowar. cow ka peshab penay walay . pakistan aja. tujhe karachi ka peshab khane ly jaounga. roz 3 liter pelaounga. or khane hai tujhe cow ka gobar bhe khelaounga. maa ke choot tere or teray bhen l loray BAGWAN ki	0
473	Sir g hum pad likh kar be barujgar ghum rhaye hain .....hun etni mahnat kar kye pade or etna padne k babjud be koi kaam nhi mil rha sab paise kye piche hain sir g ....plz hlp me sir g	0
474	Future ki baat mat karo .Hamara aaj bigad raha hai.	0
476	I trust you so very nice improvement kabhi humne apne pm se nahi bola tha pehli baar hamari baat jaan pa rahi hai mujhe asahi pm hindustan ki zameen pe chahiye tha	2
477	sir desh wasiyo ke liye kuch karne ka irada h ya phir is air india me hi gumte rahoge	0
478	Safal videsh yatra ke liye badhai ho sir	2
479	Sir kya berojgaari ka koi illaj hai aapke paas	0
480	JAI HO MODI JI	2
482	Ye photographer thak gya h kya .. blurred photo aayi h ...	1
483	ghar me padhare gajanand ji ab Ghar me padhare..........	1
484	Log apna sapna Pura karne ke liye puri duniya ko bhi dokha de sakta h	1
486	garib ro rahe h or tum jalse kr rhe ho	0
487	mananiy pradhan mantriji apko salam our ramajan eid mubarak	2
489	bharatakke bapa randi magana illi raitaru sayakattaru	0
490	ohhhh bsss krrrr Modi tenu ghuman toh sivva horr koi kmmm h k	0
492	Iske pas or to kam hai nhi chla hai for en country's	0
493	desh ki badkismati .. chai wala p.m...or padha likha p.m maun	0
495	congratulation sir ji	2
498	Ghen ke Lund apni bhen Chuda rha h randi ke	0
499	Extremist prick with hateful ideologies and hostile intentions towards neighbors. Ultimate dueschbag.	0
500	Hiii kam chhe	1
