Uid,Sentiment
26867,positive,0.988,0.012
30589,negative,0.378,0.622
17274,negative,0.038,0.962
23431,negative,0.363,0.637
16614,positive,0.993,0.007
29860,positive,0.991,0.009
1393,positive,0.879,0.121
11330,negative,0.317,0.683
33426,positive,0.992,0.008
20057,positive,0.989,0.011
37654,positive,0.981,0.019
22720,positive,0.992,0.008
19668,positive,0.871,0.129
7711,positive,0.81,0.19
1185,positive,0.962,0.038
23907,positive,0.982,0.018
24621,positive,0.935,0.065
14282,negative,0.136,0.864
33543,positive,0.903,0.097
6647,positive,0.815,0.185
19961,positive,0.879,0.121
4142,positive,0.875,0.125
38761,positive,0.973,0.027
36210,positive,0.982,0.018
4372,positive,0.981,0.019
24062,positive,0.966,0.034
13960,positive,0.807,0.193
17582,positive,0.993,0.007
13564,positive,0.978,0.022
12877,negative,0.055,0.945
22115,positive,0.883,0.117
31855,positive,0.925,0.075
2518,positive,0.501,0.499
9428,positive,0.989,0.011
38635,positive,0.936,0.064
26894,positive,0.979,0.021
23235,positive,0.992,0.008
35565,positive,0.812,0.188
21845,positive,0.551,0.449
2175,positive,0.978,0.022
14795,negative,0.162,0.838
19333,positive,0.984,0.016
41384,negative,0.4,0.6
40274,positive,0.98,0.02
20347,positive,0.832,0.168
16507,positive,0.961,0.039
20594,positive,0.832,0.168
8772,negative,0.184,0.816
16353,positive,0.977,0.023
22086,negative,0.089,0.911
14151,negative,0.31,0.69
41883,positive,0.991,0.009
885,positive,0.983,0.017
39517,positive,0.99,0.01
10120,negative,0.293,0.707
25075,positive,0.966,0.034
31189,negative,0.162,0.838
8201,positive,0.992,0.008
22376,positive,0.964,0.036
39275,positive,0.984,0.016
8989,positive,0.975,0.025
17955,negative,0.059,0.941
22519,positive,0.953,0.047
2229,negative,0.467,0.533
10402,negative,0.308,0.692
26363,negative,0.328,0.672
42186,positive,0.959,0.041
15210,negative,0.487,0.513
19435,negative,0.182,0.818
37742,negative,0.289,0.711
22131,negative,0.049,0.951
2242,positive,0.718,0.282
34731,positive,0.955,0.045
16460,negative,0.081,0.919
8577,positive,0.89,0.11
21100,positive,0.978,0.022
13326,positive,0.984,0.016
45054,positive,0.859,0.141
2665,positive,0.993,0.007
12887,positive,0.932,0.068
22918,positive,0.9,0.1
30432,positive,0.958,0.042
2145,positive,0.969,0.031
7700,positive,0.989,0.011
28383,negative,0.378,0.622
24453,negative,0.293,0.707
9507,positive,0.975,0.025
33618,positive,0.982,0.018
13770,negative,0.104,0.896
37153,positive,0.982,0.018
44024,positive,0.913,0.087
19821,negative,0.068,0.932
22616,positive,0.792,0.208
37402,positive,0.967,0.033
16232,positive,0.808,0.192
40060,positive,0.99,0.01
37417,positive,0.962,0.038
18762,positive,0.968,0.032
25431,positive,0.73,0.27
31236,positive,0.965,0.035
40236,positive,0.981,0.019
3190,negative,0.252,0.748
29787,positive,0.974,0.026
2425,positive,0.98,0.02
42115,negative,0.486,0.514
44145,negative,0.136,0.864
5530,positive,0.755,0.245
26619,negative,0.209,0.791
15564,positive,0.909,0.091
37727,positive,0.902,0.098
2131,positive,0.958,0.042
27637,positive,0.64,0.36
17196,positive,0.894,0.106
30258,positive,0.773,0.227
15186,positive,0.935,0.065
19278,negative,0.153,0.847
33722,positive,0.782,0.218
4049,positive,0.708,0.292
28201,positive,0.785,0.215
31314,positive,0.844,0.156
21846,negative,0.086,0.914
31285,negative,0.122,0.878
28767,positive,0.981,0.019
3276,positive,0.987,0.013
7715,positive,0.966,0.034
27142,positive,0.924,0.076
41581,positive,0.919,0.081
24126,negative,0.096,0.904
11480,positive,0.638,0.362
35035,positive,0.916,0.084
30123,negative,0.234,0.766
26287,positive,0.986,0.014
30684,positive,0.991,0.009
33652,positive,0.936,0.064
15335,positive,0.771,0.229
7677,positive,0.926,0.074
11738,negative,0.318,0.682
21573,positive,0.979,0.021
14524,positive,0.956,0.044
16546,positive,0.92,0.08
26207,positive,0.992,0.008
34464,positive,0.989,0.011
29935,positive,0.841,0.159
15475,positive,0.938,0.062
39902,positive,0.92,0.08
23542,negative,0.184,0.816
19473,positive,0.517,0.483
39857,positive,0.978,0.022
18912,negative,0.215,0.785
19188,positive,0.984,0.016
8776,positive,0.97,0.03
7853,negative,0.269,0.731
26043,positive,0.945,0.055
28669,positive,0.742,0.258
27782,negative,0.116,0.884
32473,positive,0.878,0.122
19375,positive,0.697,0.303
40962,negative,0.13,0.87
712,positive,0.635,0.365
17565,positive,0.749,0.251
34952,positive,0.968,0.032
39525,positive,0.815,0.185
16911,positive,0.503,0.497
28274,positive,0.68,0.32
11445,negative,0.311,0.689
25323,positive,0.992,0.008
38143,positive,0.992,0.008
32627,negative,0.179,0.821
19793,negative,0.21,0.79
7370,positive,0.991,0.009
17285,positive,0.989,0.011
16053,positive,0.987,0.013
30846,negative,0.248,0.752
11317,positive,0.994,0.006
26012,positive,0.976,0.024
4674,positive,0.971,0.029
13792,positive,0.98,0.02
45010,positive,0.832,0.168
8477,positive,0.812,0.188
14547,positive,0.963,0.037
12805,positive,0.984,0.016
27532,positive,0.974,0.026
6546,positive,0.982,0.018
2674,positive,0.895,0.105
42981,positive,0.855,0.145
962,positive,0.952,0.048
23674,negative,0.313,0.687
28044,positive,0.983,0.017
32748,negative,0.205,0.795
22491,positive,0.955,0.045
39910,positive,0.928,0.072
32495,positive,0.669,0.331
27968,positive,0.733,0.267
23350,positive,0.98,0.02
8241,negative,0.115,0.885
12435,positive,0.961,0.039
12639,positive,0.988,0.012
5346,positive,0.987,0.013
12788,negative,0.076,0.924
41376,negative,0.052,0.948
11371,negative,0.242,0.758
39196,positive,0.989,0.011
44022,positive,0.977,0.023
27845,positive,0.735,0.265
1694,negative,0.367,0.633
12870,positive,0.989,0.011
24847,positive,0.891,0.109
906,positive,0.676,0.324
30264,positive,0.99,0.01
2799,negative,0.037,0.963
11204,positive,0.792,0.208
11740,positive,0.889,0.111
529,positive,0.954,0.046
13201,positive,0.982,0.018
7841,negative,0.036,0.964
23584,positive,0.991,0.009
40016,positive,0.974,0.026
7077,negative,0.377,0.623
26053,positive,0.989,0.011
3695,positive,0.977,0.023
23725,positive,0.832,0.168
17190,negative,0.139,0.861
19308,negative,0.187,0.813
12850,positive,0.974,0.026
15066,positive,0.984,0.016
19830,positive,0.981,0.019
22381,positive,0.992,0.008
16868,positive,0.991,0.009
24791,negative,0.085,0.915
23881,positive,0.961,0.039
14680,negative,0.204,0.796
17628,negative,0.109,0.891
34519,positive,0.82,0.18
17571,positive,0.982,0.018
12229,positive,0.988,0.012
12928,positive,0.74,0.26
14034,positive,0.734,0.266
14707,negative,0.342,0.658
15577,negative,0.152,0.848
21595,positive,0.974,0.026
6803,positive,0.975,0.025
44385,positive,0.941,0.059
16915,positive,0.962,0.038
16139,positive,0.753,0.247
27594,positive,0.552,0.448
20321,negative,0.346,0.654
26715,negative,0.078,0.922
14631,positive,0.976,0.024
17239,positive,0.971,0.029
40317,negative,0.229,0.771
43857,positive,0.726,0.274
24609,negative,0.135,0.865
42802,positive,0.993,0.007
10754,positive,0.991,0.009
29849,negative,0.307,0.693
14413,negative,0.089,0.911
3706,negative,0.13,0.87
36316,negative,0.465,0.535
23750,negative,0.071,0.929
5177,positive,0.717,0.283
10866,positive,0.993,0.007
16339,positive,0.989,0.011
9232,positive,0.952,0.048
20944,positive,0.984,0.016
20713,negative,0.096,0.904
44120,positive,0.891,0.109
25443,positive,0.964,0.036
36176,positive,0.987,0.013
11501,negative,0.421,0.579
38764,positive,0.946,0.054
17109,positive,0.801,0.199
14722,positive,0.827,0.173
17083,positive,0.991,0.009
24661,positive,0.954,0.046
4927,negative,0.156,0.844
16827,positive,0.977,0.023
14398,positive,0.99,0.01
35607,negative,0.046,0.954
16255,positive,0.968,0.032
28958,negative,0.407,0.593
37504,negative,0.031,0.969
43067,positive,0.769,0.231
19307,positive,0.967,0.033
5082,positive,0.992,0.008
4313,positive,0.957,0.043
36310,negative,0.447,0.553
4746,positive,0.979,0.021
43795,positive,0.967,0.033
24432,positive,0.747,0.253
15648,negative,0.348,0.652
17873,positive,0.95,0.05
13774,positive,0.989,0.011
32805,positive,0.984,0.016
44763,positive,0.866,0.134
23638,positive,0.992,0.008
13505,positive,0.654,0.346
11642,negative,0.097,0.903
7945,positive,0.987,0.013
26695,positive,0.843,0.157
33655,positive,0.658,0.342
19572,positive,0.99,0.01
35088,positive,0.781,0.219
28980,negative,0.383,0.617
38474,negative,0.307,0.693
28469,positive,0.581,0.419
32180,positive,0.988,0.012
35302,positive,0.894,0.106
19142,negative,0.052,0.948
35671,positive,0.967,0.033
33039,positive,0.953,0.047
4175,positive,0.639,0.361
6773,positive,0.984,0.016
16242,positive,0.98,0.02
10765,positive,0.972,0.028
8379,negative,0.289,0.711
19470,positive,0.944,0.056
24727,negative,0.281,0.719
10804,positive,0.949,0.051
15215,negative,0.19,0.81
21747,negative,0.129,0.871
39831,negative,0.404,0.596
40387,positive,0.663,0.337
4568,positive,0.978,0.022
7833,positive,0.981,0.019
27832,positive,0.832,0.168
27417,positive,0.961,0.039
12978,positive,0.928,0.072
23969,negative,0.071,0.929
14943,positive,0.861,0.139
7981,positive,0.711,0.289
605,positive,0.969,0.031
2130,positive,0.976,0.024
26966,positive,0.989,0.011
33784,positive,0.977,0.023
22560,negative,0.12,0.88
18203,positive,0.886,0.114
1338,positive,0.989,0.011
35054,positive,0.982,0.018
1195,negative,0.211,0.789
21596,negative,0.382,0.618
5301,negative,0.133,0.867
27636,positive,0.993,0.007
10598,negative,0.174,0.826
28185,positive,0.968,0.032
15592,positive,0.974,0.026
17071,negative,0.226,0.774
6277,negative,0.424,0.576
14079,positive,0.602,0.398
23963,positive,0.99,0.01
26592,positive,0.951,0.049
3098,negative,0.133,0.867
14775,positive,0.984,0.016
3576,positive,0.908,0.092
13823,positive,0.94,0.06
1910,negative,0.347,0.653
13072,negative,0.32,0.68
16310,positive,0.986,0.014
2913,positive,0.963,0.037
19005,positive,0.963,0.037
25800,positive,0.989,0.011
30884,positive,0.954,0.046
17370,positive,0.964,0.036
14255,negative,0.153,0.847
15487,positive,0.96,0.04
36789,positive,0.991,0.009
2994,positive,0.677,0.323
13717,negative,0.171,0.829
8519,negative,0.07,0.93
20310,negative,0.077,0.923
12667,positive,0.967,0.033
13906,positive,0.682,0.318
43789,negative,0.428,0.572
19805,positive,0.97,0.03
28070,positive,0.988,0.012
26558,positive,0.565,0.435
1362,positive,0.994,0.006
39175,positive,0.99,0.01
38786,positive,0.735,0.265
16022,positive,0.689,0.311
9909,positive,0.992,0.008
13713,negative,0.139,0.861
33272,negative,0.08,0.92
24675,positive,0.994,0.006
39811,positive,0.985,0.015
2477,negative,0.147,0.853
3975,positive,0.619,0.381
21192,positive,0.633,0.367
33938,positive,0.94,0.06
41022,negative,0.044,0.956
5684,positive,0.57,0.43
19825,positive,0.97,0.03
36111,positive,0.99,0.01
21609,negative,0.398,0.602
13139,positive,0.803,0.197
24925,positive,0.516,0.484
3860,positive,0.954,0.046
41650,positive,0.786,0.214
12528,negative,0.097,0.903
16470,negative,0.14,0.86
15751,positive,0.994,0.006
20396,negative,0.484,0.516
24935,positive,0.694,0.306
19678,negative,0.124,0.876
22986,positive,0.985,0.015
33978,positive,0.971,0.029
13450,positive,0.949,0.051
18725,positive,0.906,0.094
15523,positive,0.942,0.058
28471,positive,0.549,0.451
28508,negative,0.127,0.873
44572,positive,0.88,0.12
23090,positive,0.925,0.075
3904,positive,0.992,0.008
14202,positive,0.976,0.024
15986,negative,0.139,0.861
34152,positive,0.987,0.013
3796,positive,0.745,0.255
42042,positive,0.952,0.048
39075,positive,0.769,0.231
4628,positive,0.992,0.008
25378,negative,0.077,0.923
29772,positive,0.94,0.06
20017,negative,0.082,0.918
41758,negative,0.164,0.836
30047,negative,0.44,0.56
22117,negative,0.072,0.928
745,negative,0.151,0.849
81,negative,0.121,0.879
34450,positive,0.978,0.022
24326,positive,0.947,0.053
20655,negative,0.112,0.888
7273,positive,0.621,0.379
15011,positive,0.989,0.011
22011,negative,0.352,0.648
18202,negative,0.122,0.878
34143,negative,0.133,0.867
15317,negative,0.217,0.783
35514,negative,0.185,0.815
26325,positive,0.991,0.009
14761,negative,0.431,0.569
26880,negative,0.071,0.929
20142,positive,0.983,0.017
11189,negative,0.123,0.877
23514,negative,0.394,0.606
14681,positive,0.932,0.068
19296,positive,0.993,0.007
26390,positive,0.992,0.008
352,negative,0.123,0.877
359,negative,0.121,0.879
13840,positive,0.981,0.019
15165,positive,0.88,0.12
14589,negative,0.216,0.784
12971,positive,0.987,0.013
30274,negative,0.075,0.925
14783,positive,0.986,0.014
6799,positive,0.83,0.17
26509,positive,0.887,0.113
27924,negative,0.049,0.951
12048,negative,0.287,0.713
36216,positive,0.695,0.305
35232,positive,0.506,0.494
15774,negative,0.486,0.514
22344,positive,0.986,0.014
14175,negative,0.061,0.939
416,positive,0.835,0.165
14921,positive,0.977,0.023
36708,positive,0.978,0.022
8214,positive,0.921,0.079
42886,positive,0.747,0.253
45068,positive,0.884,0.116
31946,positive,0.977,0.023
6963,negative,0.234,0.766
29852,negative,0.036,0.964
40618,positive,0.992,0.008
31727,negative,0.304,0.696
20174,positive,0.984,0.016
20293,negative,0.337,0.663
28992,negative,0.098,0.902
16251,negative,0.125,0.875
24491,positive,0.807,0.193
16824,positive,0.948,0.052
20091,positive,0.989,0.011
4785,positive,0.94,0.06
17343,positive,0.973,0.027
31772,positive,0.854,0.146
24078,negative,0.4,0.6
15614,positive,0.988,0.012
30779,positive,0.984,0.016
22646,positive,0.775,0.225
25795,positive,0.982,0.018
2127,negative,0.077,0.923
42875,negative,0.257,0.743
3522,positive,0.981,0.019
17767,positive,0.683,0.317
7621,positive,0.984,0.016
15722,negative,0.201,0.799
12916,positive,0.929,0.071
26234,positive,0.963,0.037
4840,negative,0.239,0.761
30943,positive,0.723,0.277
6241,negative,0.256,0.744
13937,positive,0.711,0.289
43688,positive,0.99,0.01
40143,positive,0.713,0.287
36045,negative,0.053,0.947
7901,negative,0.032,0.968
12032,positive,0.978,0.022
16127,positive,0.909,0.091
44954,positive,0.967,0.033
43629,negative,0.28,0.72
61,negative,0.165,0.835
13883,negative,0.184,0.816
42369,positive,0.906,0.094
13989,negative,0.063,0.937
21107,positive,0.968,0.032
18884,negative,0.028,0.972
43925,positive,0.822,0.178
3495,negative,0.369,0.631
24473,positive,0.672,0.328
42940,negative,0.283,0.717
30487,positive,0.987,0.013
19046,negative,0.43,0.57
8470,negative,0.108,0.892
30713,positive,0.791,0.209
29013,negative,0.18,0.82
3766,positive,0.522,0.478
7758,positive,0.517,0.483
15383,negative,0.078,0.922
20051,positive,0.996,0.004
24207,positive,0.866,0.134
33744,positive,0.862,0.138
23570,positive,0.633,0.367
22277,negative,0.3,0.7
2910,positive,0.982,0.018
34966,positive,0.535,0.465
4314,positive,0.647,0.353
21329,negative,0.084,0.916
26925,negative,0.104,0.896
15901,positive,0.985,0.015
12743,positive,0.991,0.009
2281,positive,0.99,0.01
880,negative,0.237,0.763
25350,negative,0.048,0.952
23539,negative,0.161,0.839
32130,positive,0.992,0.008
16986,positive,0.985,0.015
22220,positive,0.566,0.434
15053,positive,0.987,0.013
31137,negative,0.081,0.919
2476,positive,0.984,0.016
18879,positive,0.981,0.019
18580,positive,0.975,0.025
28883,positive,0.689,0.311
26829,positive,0.953,0.047
8224,negative,0.112,0.888
22923,positive,0.98,0.02
26498,positive,0.942,0.058
24124,negative,0.112,0.888
38220,positive,0.983,0.017
30320,positive,0.991,0.009
8479,negative,0.076,0.924
13102,negative,0.432,0.568
26494,positive,0.67,0.33
12976,negative,0.379,0.621
16323,positive,0.725,0.275
4743,positive,0.985,0.015
5193,positive,0.984,0.016
33370,negative,0.17,0.83
17789,positive,0.989,0.011
3639,positive,0.983,0.017
19434,negative,0.203,0.797
17072,negative,0.237,0.763
3081,positive,0.931,0.069
13668,positive,0.991,0.009
43421,positive,0.965,0.035
1934,positive,0.945,0.055
33462,negative,0.12,0.88
16317,positive,0.984,0.016
6390,positive,0.991,0.009
20597,negative,0.157,0.843
26970,positive,0.993,0.007
19902,negative,0.171,0.829
28586,positive,0.536,0.464
43682,positive,0.979,0.021
41166,positive,0.992,0.008
24697,negative,0.387,0.613
23958,positive,0.993,0.007
561,positive,0.906,0.094
11487,positive,0.581,0.419
21818,positive,0.948,0.052
18965,positive,0.603,0.397
16866,negative,0.099,0.901
14879,negative,0.131,0.869
2993,positive,0.962,0.038
22713,positive,0.981,0.019
12959,positive,0.588,0.412
43139,negative,0.365,0.635
11657,positive,0.97,0.03
36467,negative,0.258,0.742
38056,positive,0.678,0.322
16957,negative,0.242,0.758
37838,positive,0.821,0.179
39361,negative,0.123,0.877
43337,positive,0.989,0.011
37009,positive,0.99,0.01
13961,negative,0.099,0.901
32634,negative,0.102,0.898
28625,positive,0.577,0.423
2431,positive,0.98,0.02
17457,positive,0.984,0.016
14999,negative,0.312,0.688
34535,negative,0.095,0.905
12087,positive,0.924,0.076
17015,positive,0.976,0.024
12088,positive,0.986,0.014
26459,positive,0.981,0.019
17616,positive,0.992,0.008
35295,positive,0.949,0.051
31363,negative,0.177,0.823
41791,negative,0.058,0.942
16903,positive,0.993,0.007
35524,negative,0.215,0.785
4516,positive,0.977,0.023
2982,positive,0.981,0.019
1499,negative,0.329,0.671
13144,positive,0.897,0.103
37211,negative,0.192,0.808
39828,negative,0.33,0.67
23256,positive,0.981,0.019
4347,negative,0.152,0.848
30239,positive,0.663,0.337
13830,negative,0.057,0.943
25626,positive,0.91,0.09
1008,negative,0.414,0.586
3457,positive,0.989,0.011
44279,negative,0.344,0.656
13212,positive,0.987,0.013
40570,positive,0.993,0.007
39289,positive,0.992,0.008
39485,positive,0.986,0.014
35433,positive,0.863,0.137
6111,negative,0.483,0.517
24328,positive,0.975,0.025
8771,negative,0.476,0.524
12809,positive,0.966,0.034
41471,positive,0.775,0.225
27752,negative,0.433,0.567
27967,negative,0.287,0.713
17963,negative,0.226,0.774
4417,negative,0.085,0.915
16465,negative,0.302,0.698
36841,negative,0.117,0.883
3614,negative,0.13,0.87
30636,positive,0.974,0.026
3195,positive,0.968,0.032
37899,positive,0.925,0.075
23919,positive,0.94,0.06
13964,positive,0.985,0.015
24686,negative,0.223,0.777
2549,positive,0.98,0.02
30235,negative,0.158,0.842
42519,negative,0.412,0.588
25406,negative,0.04,0.96
14712,positive,0.646,0.354
2882,negative,0.271,0.729
31681,positive,0.742,0.258
16303,positive,0.98,0.02
41634,positive,0.993,0.007
23953,positive,0.903,0.097
2467,positive,0.947,0.053
35444,positive,0.974,0.026
39172,positive,0.99,0.01
22844,positive,0.965,0.035
41820,negative,0.091,0.909
40422,negative,0.049,0.951
43218,positive,0.906,0.094
28867,positive,0.903,0.097
24970,positive,0.986,0.014
11391,negative,0.456,0.544
40248,negative,0.016,0.984
25781,positive,0.984,0.016
36612,positive,0.854,0.146
10285,negative,0.061,0.939
43962,negative,0.073,0.927
17866,positive,0.983,0.017
14735,negative,0.377,0.623
27609,positive,0.975,0.025
14349,negative,0.299,0.701
39304,positive,0.991,0.009
29915,positive,0.939,0.061
26382,positive,0.929,0.071
25201,negative,0.115,0.885
29626,negative,0.14,0.86
1511,negative,0.15,0.85
27033,positive,0.989,0.011
28203,negative,0.228,0.772
12212,negative,0.043,0.957
22395,positive,0.627,0.373
13738,negative,0.172,0.828
12790,positive,0.992,0.008
252,positive,0.974,0.026
21014,positive,0.93,0.07
16480,negative,0.248,0.752
39480,positive,0.991,0.009
19676,negative,0.081,0.919
22352,negative,0.078,0.922
44732,negative,0.131,0.869
19550,negative,0.048,0.952
9510,positive,0.978,0.022
2371,negative,0.422,0.578
35711,negative,0.476,0.524
1015,negative,0.171,0.829
21880,negative,0.161,0.839
42691,negative,0.398,0.602
24739,positive,0.901,0.099
13822,negative,0.192,0.808
13481,positive,0.885,0.115
27528,negative,0.164,0.836
27127,positive,0.976,0.024
32721,positive,0.965,0.035
40186,negative,0.073,0.927
17351,positive,0.677,0.323
10342,positive,0.742,0.258
25723,positive,0.916,0.084
32426,positive,0.983,0.017
35575,positive,0.991,0.009
14395,negative,0.133,0.867
11299,negative,0.091,0.909
7548,negative,0.215,0.785
28839,positive,0.703,0.297
32657,negative,0.234,0.766
16161,negative,0.173,0.827
14553,positive,0.93,0.07
32799,negative,0.28,0.72
37493,negative,0.142,0.858
16138,negative,0.302,0.698
3335,negative,0.284,0.716
20569,negative,0.28,0.72
24205,negative,0.335,0.665
14687,positive,0.985,0.015
3659,positive,0.661,0.339
34779,positive,0.991,0.009
9791,positive,0.993,0.007
26295,negative,0.24,0.76
28208,positive,0.771,0.229
19484,positive,0.987,0.013
44528,negative,0.128,0.872
44573,positive,0.983,0.017
34878,negative,0.406,0.594
12657,positive,0.801,0.199
28221,positive,0.667,0.333
12625,positive,0.691,0.309
13756,positive,0.991,0.009
2295,positive,0.959,0.041
15902,negative,0.143,0.857
2557,negative,0.157,0.843
26777,negative,0.04,0.96
21390,positive,0.987,0.013
31554,positive,0.594,0.406
28631,positive,0.989,0.011
22889,positive,0.974,0.026
23816,positive,0.91,0.09
1656,positive,0.993,0.007
41606,negative,0.06,0.94
16424,positive,0.991,0.009
28861,positive,0.968,0.032
8124,positive,0.912,0.088
44687,positive,0.992,0.008
39716,positive,0.722,0.278
26719,positive,0.956,0.044
8689,negative,0.065,0.935
11891,positive,0.99,0.01
40525,positive,0.99,0.01
13879,negative,0.074,0.926
27562,positive,0.99,0.01
15198,negative,0.05,0.95
337,negative,0.14,0.86
15778,negative,0.213,0.787
12824,positive,0.913,0.087
14347,positive,0.543,0.457
36105,positive,0.916,0.084
31483,positive,0.673,0.327
38078,negative,0.095,0.905
31307,negative,0.106,0.894
21678,positive,0.994,0.006
6613,positive,0.967,0.033
32226,positive,0.934,0.066
24475,positive,0.777,0.223
24588,positive,0.99,0.01
4887,negative,0.19,0.81
14667,positive,0.972,0.028
27578,negative,0.169,0.831
29359,positive,0.577,0.423
18790,positive,0.609,0.391
42642,negative,0.295,0.705
28344,negative,0.232,0.768
1207,negative,0.093,0.907
31519,positive,0.991,0.009
34554,negative,0.144,0.856
28456,negative,0.068,0.932
8097,negative,0.387,0.613
27994,negative,0.174,0.826
38049,negative,0.131,0.869
19438,negative,0.037,0.963
1539,negative,0.243,0.757
22440,negative,0.094,0.906
21807,negative,0.23,0.77
34272,positive,0.899,0.101
26265,positive,0.557,0.443
42522,negative,0.103,0.897
10592,negative,0.327,0.673
27476,positive,0.974,0.026
26038,negative,0.173,0.827
18044,positive,0.975,0.025
38943,negative,0.252,0.748
25942,negative,0.102,0.898
33082,negative,0.43,0.57
28870,positive,0.987,0.013
17784,positive,0.973,0.027
32895,positive,0.975,0.025
29008,positive,0.993,0.007
19258,negative,0.306,0.694
36126,negative,0.138,0.862
28660,positive,0.798,0.202
23825,negative,0.097,0.903
42826,positive,0.981,0.019
3461,negative,0.072,0.928
20209,negative,0.229,0.771
31281,positive,0.991,0.009
30972,positive,0.937,0.063
5715,positive,0.878,0.122
17165,positive,0.687,0.313
27370,positive,0.878,0.122
40893,positive,0.985,0.015
10645,negative,0.47,0.53
22500,negative,0.132,0.868
20680,positive,0.948,0.052
2517,negative,0.405,0.595
2731,positive,0.987,0.013
3497,negative,0.329,0.671
29107,negative,0.133,0.867
24099,positive,0.993,0.007
15927,negative,0.38,0.62
33469,negative,0.213,0.787
24557,negative,0.235,0.765
16700,positive,0.854,0.146
14385,negative,0.147,0.853
10361,positive,0.901,0.099
41601,negative,0.161,0.839
22705,positive,0.644,0.356
23960,negative,0.037,0.963
16164,positive,0.991,0.009
29086,negative,0.203,0.797
32057,positive,0.951,0.049
