262743710582853632	274235825	0	22	objective
262743710582853632	274235825	23	24	positive
262743710582853632	274235825	25	26	objective
264071572925603841	43167117	0	9	objective
264071572925603841	43167117	10	12	positive
264071572925603841	43167117	13	14	objective
262115068320284672	306647135	0	21	objective
264239636799430656	864992245	0	18	objective
264250109833924608	808985521	0	0	positive
264250109833924608	808985521	1	12	objective
264250109833924608	808985521	13	13	positive
257951107530252289	100101797	0	19	objective
262943005349126144	259231309	0	1	negative
262943005349126144	259231309	2	20	objective
263502599699955712	138301329	0	2	objective
263502599699955712	138301329	3	8	negative
263502599699955712	138301329	9	13	objective
264089847680077824	730902828	0	14	objective
264089847680077824	730902828	15	20	positive
247426222190125056	229673919	0	0	positive
247426222190125056	229673919	1	9	objective
224195395138490370	423023064	0	2	objective
224195395138490370	423023064	3	3	negative
224195395138490370	423023064	4	8	objective
236665189502681089	551910244	0	15	objective
262384414623936512	17091853	0	23	objective
263936581734383617	108594490	0	8	objective
263936581734383617	108594490	9	11	negative
263936581734383617	108594490	12	16	objective
249228128302551040	160639448	0	25	objective
243094456398663680	49991044	0	0	positive
243094456398663680	49991044	1	6	objective
263346444772184065	566521127	0	13	objective
263346444772184065	566521127	14	14	positive
263346444772184065	566521127	15	20	objective
263970913270251520	15794878	0	0	positive
263970913270251520	15794878	1	6	objective
263970913270251520	15794878	7	8	negative
263970913270251520	15794878	9	23	objective
264162997088436224	93655075	0	17	objective
259821574394355712	23346086	0	20	objective
259821574394355712	23346086	21	22	positive
259821574394355712	23346086	23	23	objective
263800856321859584	49032667	0	5	objective
263800856321859584	49032667	6	10	negative
263800856321859584	49032667	11	18	objective
264011728084410369	24144230	0	22	objective
264120483384008704	533302080	0	13	objective
263939499426476032	37877566	0	14	objective
263939499426476032	37877566	15	15	positive
264056733691961345	23939440	0	1	objective
264056733691961345	23939440	2	2	negative
264056733691961345	23939440	3	17	objective
264166129126227970	43464427	0	2	objective
264166129126227970	43464427	3	3	positive
264166129126227970	43464427	4	8	objective
255487914249707520	346421815	0	14	objective
255098372162211840	622023706	0	4	objective
255098372162211840	622023706	5	6	neutral
255098372162211840	622023706	7	10	objective
255098372162211840	622023706	11	11	positive
255098372162211840	622023706	12	14	objective
255098372162211840	622023706	15	16	positive
255098372162211840	622023706	17	19	objective
255098372162211840	622023706	20	20	positive
255098372162211840	622023706	21	21	objective
255098372162211840	622023706	22	22	positive
255098372162211840	622023706	23	26	objective
260625554917711872	887211919	0	15	objective
260625554917711872	887211919	16	16	positive
261965816906534912	345065738	0	14	objective
264042275108188160	493383592	0	22	objective
263656013541027840	913170146	0	13	objective
263656013541027840	913170146	14	14	positive
263656013541027840	913170146	15	22	objective
165044172858986496	160465887	0	1	objective
165044172858986496	160465887	2	2	negative
165044172858986496	160465887	3	18	objective
264230416897159168	142476472	0	9	objective
264230416897159168	142476472	10	10	positive
264230416897159168	142476472	11	15	objective
263809311086628864	175523498	0	0	objective
263809311086628864	175523498	1	1	positive
263809311086628864	175523498	2	12	objective
263809311086628864	175523498	13	13	positive
263809311086628864	175523498	14	21	objective
263809311086628864	175523498	22	27	positive
254278082985336832	468622626	0	3	positive
254278082985336832	468622626	4	19	objective
263797084673691648	372303578	0	5	objective
263797084673691648	372303578	6	10	positive
263797084673691648	372303578	11	15	objective
263797084673691648	372303578	16	16	positive
263797084673691648	372303578	17	25	objective
264162375182217217	299885545	0	19	objective
229553993750282240	75542870	0	1	positive
229553993750282240	75542870	2	8	objective
229553993750282240	75542870	9	9	positive
229553993750282240	75542870	10	21	objective
229553993750282240	75542870	22	23	positive
264253780797825026	201148169	0	17	objective
263974210618146816	184136559	0	3	objective
263974210618146816	184136559	4	4	positive
263974210618146816	184136559	5	20	objective
260193762398064640	33442620	0	0	objective
260193762398064640	33442620	1	1	negative
260193762398064640	33442620	2	13	objective
260193762398064640	33442620	14	15	negative
260193762398064640	33442620	16	16	objective
260193762398064640	33442620	17	17	negative
256237809147445248	478075690	0	21	objective
264198711113039872	113783053	0	15	objective
262977065568051201	73767786	0	10	objective
262977065568051201	73767786	11	13	neutral
262977065568051201	73767786	14	15	objective
263281866856087552	53443641	0	9	objective
263281866856087552	53443641	10	10	positive
263281866856087552	53443641	11	14	objective
263281866856087552	53443641	15	15	positive
261978292612120576	417557827	0	14	objective
261587085977337856	214153862	0	4	objective
261587085977337856	214153862	5	6	positive
261587085977337856	214153862	7	20	objective
262068536187432960	90333241	0	17	objective
262068536187432960	90333241	18	18	positive
262068536187432960	90333241	19	22	objective
264215390773727232	276151090	0	22	objective
245461530206932992	222961982	0	2	objective
245461530206932992	222961982	3	12	positive
245461530206932992	222961982	13	20	objective
263391524769898496	615354091	0	6	objective
263391524769898496	615354091	7	7	positive
263391524769898496	615354091	8	23	objective
260248287255343104	407729607	0	2	positive
260248287255343104	407729607	3	18	objective
256984347935141889	62265830	0	21	objective
264150962204192769	470529724	0	2	objective
264150962204192769	470529724	3	3	negative
264150962204192769	470529724	4	11	objective
264150962204192769	470529724	12	12	positive
264150962204192769	470529724	13	21	objective
264150962204192769	470529724	22	23	positive
264150962204192769	470529724	24	25	objective
264087252299296768	15537302	0	19	objective
256416307182985217	47208627	0	20	objective
259452211883569152	63808899	0	23	objective
263732569508552704	369152026	0	20	objective
263732569508552704	369152026	21	26	positive
264222052129574912	430519387	0	0	objective
264222052129574912	430519387	1	1	positive
264222052129574912	430519387	2	6	objective
264222052129574912	430519387	7	8	positive
264222052129574912	430519387	9	27	objective
213342054351257601	189656827	0	5	objective
213342054351257601	189656827	6	8	positive
213342054351257601	189656827	9	13	objective
255190216795639808	366751482	0	20	objective
264135339327766529	159343219	0	19	objective
263347419348074496	299908780	0	19	objective
263079812954992640	392639346	0	6	objective
263079812954992640	392639346	7	7	neutral
263079812954992640	392639346	8	23	objective
262311130586816512	75398254	0	2	objective
262311130586816512	75398254	3	7	negative
262311130586816512	75398254	8	10	objective
262311130586816512	75398254	11	16	positive
262311130586816512	75398254	17	26	objective
264088457490604032	509707361	0	0	objective
264088457490604032	509707361	1	1	negative
264088457490604032	509707361	2	8	objective
264088457490604032	509707361	9	9	negative
264088457490604032	509707361	10	12	objective
263132960507703296	449609540	0	8	objective
264229531773177856	33695498	0	1	objective
264229531773177856	33695498	2	4	positive
264229531773177856	33695498	5	15	objective
259022549604790273	204793455	0	20	objective
253050608322502657	200261099	0	21	objective
262999273275260928	101319101	0	13	objective
262999273275260928	101319101	14	14	positive
262999273275260928	101319101	15	19	objective
262999273275260928	101319101	20	21	positive
262999273275260928	101319101	22	26	objective
263919760503361536	87970697	0	0	positive
263919760503361536	87970697	1	2	objective
263919760503361536	87970697	3	3	positive
263919760503361536	87970697	4	10	objective
264203403473850368	853146211	0	11	objective
264242024453111809	45450902	0	0	objective
264242024453111809	45450902	1	1	negative
264242024453111809	45450902	2	4	objective
264242024453111809	45450902	5	5	negative
264242024453111809	45450902	6	21	objective
256787668367704066	610413207	0	2	objective
256787668367704066	610413207	3	3	positive
256787668367704066	610413207	4	21	objective
264187448853151744	314626767	0	22	objective
263865575313383424	410051441	0	22	objective
259224351478521856	20050520	0	23	objective
246760239221858306	7532872	0	2	objective
246760239221858306	7532872	3	5	positive
246760239221858306	7532872	6	18	objective
262862262270820352	601803511	0	17	objective
262862262270820352	601803511	18	18	positive
262862262270820352	601803511	19	26	objective
263494063251140609	378805603	0	4	objective
263494063251140609	378805603	5	5	negative
263494063251140609	378805603	6	10	objective
264084352340742145	388974334	0	0	positive
264084352340742145	388974334	1	16	objective
264160761117552640	32215290	0	13	objective
263319006063259649	432174507	0	4	objective
263319006063259649	432174507	5	5	positive
263319006063259649	432174507	6	13	objective
263319006063259649	432174507	14	15	negative
263319006063259649	432174507	16	22	objective
263799123847806976	22100843	0	1	objective
263799123847806976	22100843	2	4	negative
263799123847806976	22100843	5	22	objective
263924763423035392	27133567	0	11	objective
263924763423035392	27133567	12	13	negative
263924763423035392	27133567	14	15	objective
263924763423035392	27133567	16	16	positive
263924763423035392	27133567	17	18	objective
263924763423035392	27133567	19	19	positive
263924763423035392	27133567	20	25	objective
264183514176552961	316127177	0	7	objective
264183514176552961	316127177	8	8	positive
264183514176552961	316127177	9	18	objective
262575945741914113	31121565	0	7	objective
262575945741914113	31121565	8	9	positive
262575945741914113	31121565	10	15	objective
262575945741914113	31121565	16	18	negative
262575945741914113	31121565	19	19	objective
263921038352580608	213263464	0	4	objective
263921038352580608	213263464	5	5	neutral
263921038352580608	213263464	6	12	objective
263921038352580608	213263464	13	13	neutral
263921038352580608	213263464	14	15	objective
263730342454771712	423313613	0	19	objective
263748118091276288	785067278	0	21	objective
263651627372777473	19594426	0	18	objective
264225809655533568	211763357	0	0	objective
264225809655533568	211763357	1	4	positive
264225809655533568	211763357	5	23	objective
257369508086423553	531994655	0	9	objective
257369508086423553	531994655	10	11	positive
257369508086423553	531994655	12	13	objective
264249493787136000	260882576	0	16	objective
264249493787136000	260882576	17	17	positive
264249493787136000	260882576	18	23	objective
263115779204075521	410272830	0	1	objective
263115779204075521	410272830	2	2	positive
263115779204075521	410272830	3	6	objective
263115779204075521	410272830	7	7	positive
261845689280102400	96809957	0	12	objective
261845689280102400	96809957	13	13	positive
261845689280102400	96809957	14	15	objective
261688724017008640	96363925	0	19	objective
261434845773828096	391892475	0	3	objective
261434845773828096	391892475	4	5	negative
261434845773828096	391892475	6	18	objective
261434845773828096	391892475	19	22	positive
261434845773828096	391892475	23	23	objective
252798281413967872	23075654	0	1	objective
252798281413967872	23075654	2	2	neutral
252798281413967872	23075654	3	18	objective
264182638816919552	446301191	0	0	objective
264182638816919552	446301191	1	3	positive
264182638816919552	446301191	4	10	objective
264182638816919552	446301191	11	11	positive
264138191030874112	850357831	0	24	objective
263864248952836096	609103932	0	15	objective
263972222677417985	229497776	0	4	objective
263972222677417985	229497776	5	5	negative
263972222677417985	229497776	6	14	objective
263972222677417985	229497776	15	15	positive
263972222677417985	229497776	16	17	objective
263867263474597888	428841738	0	15	objective
263867263474597888	428841738	16	16	negative
263867263474597888	428841738	17	20	objective
240553933116944384	533752023	0	21	objective
261642731477168128	372012787	0	1	objective
261642731477168128	372012787	2	2	positive
261642731477168128	372012787	3	5	objective
261642731477168128	372012787	6	6	positive
261642731477168128	372012787	7	18	objective
262661737994670080	186089082	0	11	objective
262661737994670080	186089082	12	12	positive
246320271248744448	206354030	0	19	objective
246320271248744448	206354030	20	23	positive
246320271248744448	206354030	24	24	objective
255690502970671104	18712398	0	17	objective
255690502970671104	18712398	18	19	positive
255690502970671104	18712398	20	24	objective
258695108529119232	64351004	0	7	objective
258695108529119232	64351004	8	9	positive
258695108529119232	64351004	10	14	objective
261632295520333826	217685779	0	8	objective
263513324912795648	298683418	0	8	objective
263513324912795648	298683418	9	10	positive
263513324912795648	298683418	11	22	objective
263513324912795648	298683418	23	23	negative
261184553337630720	244570235	0	20	objective
226474708487532546	59060233	0	22	objective
247183266782789632	260477688	0	10	objective
247183266782789632	260477688	11	11	positive
247183266782789632	260477688	12	16	objective
251742524601925633	610495100	0	1	objective
251742524601925633	610495100	2	2	negative
251742524601925633	610495100	3	3	objective
251742524601925633	610495100	4	4	negative
251742524601925633	610495100	5	11	objective
251742524601925633	610495100	12	12	negative
251742524601925633	610495100	13	16	objective
251742524601925633	610495100	17	17	negative
251742524601925633	610495100	18	20	objective
261706811453886464	79601816	0	14	objective
258989036205662208	25393624	0	26	objective
264084748345962496	747406040	0	21	objective
263794433596723200	41680302	0	11	objective
263794433596723200	41680302	12	13	positive
263794433596723200	41680302	14	14	objective
263794433596723200	41680302	15	16	positive
263794433596723200	41680302	17	21	objective
237571817550786563	727519172	0	14	objective
263449315350032384	295403177	0	15	objective
263449315350032384	295403177	16	18	neutral
263449315350032384	295403177	19	25	objective
260270126576836608	203247686	0	7	objective
260270126576836608	203247686	8	8	negative
260270126576836608	203247686	9	11	objective
260270126576836608	203247686	12	12	positive
260270126576836608	203247686	13	16	objective
252330752665075712	268248070	0	0	positive
252330752665075712	268248070	1	24	objective
263610933568499712	302256936	0	7	objective
263610933568499712	302256936	8	8	negative
263610933568499712	302256936	9	16	objective
263610933568499712	302256936	17	20	negative
263610933568499712	302256936	21	21	objective
262903244886507521	575902991	0	12	objective
264240983032614912	123520382	0	10	objective
250929234997039104	399878389	0	1	negative
250929234997039104	399878389	2	18	objective
264055660864487424	346867096	0	22	objective
247772918384320512	19885888	0	26	objective
254032799680589826	412603173	0	10	objective
254032799680589826	412603173	11	16	negative
262206571201822721	185101254	0	0	objective
262206571201822721	185101254	1	1	positive
262206571201822721	185101254	2	7	objective
262206571201822721	185101254	8	8	positive
262206571201822721	185101254	9	22	objective
264223223879696385	127791010	0	21	objective
264223223879696385	127791010	22	22	positive
264223223879696385	127791010	23	26	objective
264223223879696385	127791010	27	27	negative
264143294903246848	331180650	0	2	objective
264143294903246848	331180650	3	5	negative
264143294903246848	331180650	6	22	objective
263247166582173696	45671664	0	11	objective
263247166582173696	45671664	12	12	neutral
263247166582173696	45671664	13	19	objective
226238092191875072	141284401	0	2	objective
226238092191875072	141284401	3	5	negative
226238092191875072	141284401	6	12	objective
226238092191875072	141284401	13	13	negative
226238092191875072	141284401	14	26	objective
258887925075410944	37007849	0	26	objective
263530816162902016	323297690	0	3	objective
263530816162902016	323297690	4	4	negative
263530816162902016	323297690	5	15	objective
263530816162902016	323297690	16	17	positive
263530816162902016	323297690	18	21	objective
246588959247974401	67771614	0	18	objective
246588959247974401	67771614	19	19	positive
246588959247974401	67771614	20	26	objective
263526095821889537	621475146	0	16	objective
263753326422806528	18013192	0	16	objective
257865075933728771	413586409	0	15	objective
257865075933728771	413586409	16	16	positive
257865075933728771	413586409	17	21	objective
264244214248919040	560591956	0	3	objective
264244214248919040	560591956	4	6	negative
264244214248919040	560591956	7	12	objective
262380235985657856	40098249	0	19	objective
168854648306929665	292950364	0	5	objective
168854648306929665	292950364	6	7	positive
168854648306929665	292950364	8	9	objective
263740861031010304	16380085	0	23	objective
264226988879933440	26639468	0	9	objective
264226988879933440	26639468	10	10	positive
264226988879933440	26639468	11	13	objective
254600864868749313	59459031	0	2	objective
254600864868749313	59459031	3	3	positive
254600864868749313	59459031	4	11	objective
248234871238037508	51264823	0	29	objective
264161130585399297	163101429	0	14	objective
263953741877764096	341470410	0	26	objective
263803288074477568	396953010	0	27	objective
204001339599106048	160648260	0	10	objective
257332145687785472	328656254	0	0	objective
257332145687785472	328656254	1	1	positive
257332145687785472	328656254	2	13	objective
257332145687785472	328656254	14	14	positive
264235642039455744	22111480	0	1	objective
264235642039455744	22111480	2	3	positive
264235642039455744	22111480	4	9	objective
264235642039455744	22111480	10	10	positive
264235642039455744	22111480	11	16	objective
264235642039455744	22111480	17	18	positive
264235642039455744	22111480	19	20	objective
264235642039455744	22111480	21	21	positive
264177327490072577	992361	0	14	objective
264177327490072577	992361	15	16	negative
264177327490072577	992361	17	23	objective
263976883354480640	497155084	0	11	objective
256395784038277120	163198967	0	18	objective
261769579544584192	20096243	0	22	objective
261769579544584192	20096243	23	23	positive
264167430564237312	17781471	0	1	negative
264167430564237312	17781471	2	24	objective
262627821908815872	28844188	0	1	negative
262627821908815872	28844188	2	7	objective
262627821908815872	28844188	8	9	negative
262627821908815872	28844188	10	17	objective
258836119532228608	25483231	0	1	objective
258836119532228608	25483231	2	4	negative
258836119532228608	25483231	5	13	objective
258836119532228608	25483231	14	16	positive
258836119532228608	25483231	17	19	objective
264259489627250689	50771140	0	0	positive
264259489627250689	50771140	1	9	objective
264259489627250689	50771140	10	11	negative
264259489627250689	50771140	12	12	objective
258625516481953792	134881721	0	1	objective
258625516481953792	134881721	2	2	positive
258625516481953792	134881721	3	15	objective
258625516481953792	134881721	16	16	positive
258625516481953792	134881721	17	21	objective
222345601793277953	161407278	0	5	objective
222345601793277953	161407278	6	8	positive
222345601793277953	161407278	9	17	objective
255848522581164033	363795716	0	24	objective
264105390818619394	812898906	0	1	objective
264105390818619394	812898906	2	2	positive
264105390818619394	812898906	3	17	objective
263660551836667907	130994597	0	20	objective
241225651074527232	39010302	0	19	objective
241225651074527232	39010302	20	20	negative
241225651074527232	39010302	21	24	objective
256018140318822400	580515576	0	1	objective
256018140318822400	580515576	2	2	negative
256018140318822400	580515576	3	3	objective
256018140318822400	580515576	4	5	positive
256018140318822400	580515576	6	6	objective
256018140318822400	580515576	7	9	positive
256018140318822400	580515576	10	11	objective
256018140318822400	580515576	12	12	negative
256018140318822400	580515576	13	13	objective
256018140318822400	580515576	14	25	negative
263362769011748864	27020138	0	18	objective
227577801526616064	629745753	0	13	objective
227577801526616064	629745753	14	14	positive
227577801526616064	629745753	15	22	objective
260036217008185344	278137824	0	22	objective
263706155778441216	27556859	0	0	objective
263706155778441216	27556859	1	1	neutral
263706155778441216	27556859	2	2	objective
263706155778441216	27556859	3	4	positive
263706155778441216	27556859	5	5	objective
263706155778441216	27556859	6	9	neutral
263706155778441216	27556859	10	17	objective
223045564571459584	305277813	0	0	positive
223045564571459584	305277813	1	7	objective
251954639119974401	21550315	0	22	objective
263961750142062592	441531846	0	9	objective
263704789186117635	38615758	0	9	objective
263704789186117635	38615758	10	11	positive
263704789186117635	38615758	12	14	objective
263704789186117635	38615758	15	15	positive
262778055402090496	22513829	0	9	objective
260799759097421824	15659445	0	24	objective
260949777687117824	32704887	0	17	objective
264209699732348928	355051509	0	8	objective
245532165637545985	34014706	0	21	objective
245532165637545985	34014706	22	22	negative
264060311764619264	851106050	0	15	objective
264204453152960512	363849789	0	24	objective
264202743877615616	21069858	0	7	objective
264202743877615616	21069858	8	8	positive
264202743877615616	21069858	9	19	objective
262834360129036288	800315304	0	14	objective
264215340576284672	82125212	0	18	objective
247539282468802561	249847683	0	16	objective
247539282468802561	249847683	17	17	positive
247539282468802561	249847683	18	23	objective
254902867566161921	525298874	0	1	objective
254902867566161921	525298874	2	3	negative
254902867566161921	525298874	4	6	objective
254902867566161921	525298874	7	8	positive
254902867566161921	525298874	9	14	objective
263098506644955136	141049123	0	20	objective
228956189000597505	501134907	0	15	objective
228956189000597505	501134907	16	16	positive
264203931645775873	27777925	0	2	objective
264203931645775873	27777925	3	5	positive
264203931645775873	27777925	6	20	objective
264203931645775873	27777925	21	21	positive
264203931645775873	27777925	22	22	objective
264203931645775873	27777925	23	23	positive
264203931645775873	27777925	24	24	objective
260920467324555265	361434318	0	21	objective
264204783974490113	163366657	0	8	objective
264204783974490113	163366657	9	9	positive
264204783974490113	163366657	10	15	objective
264204783974490113	163366657	16	17	positive
264204783974490113	163366657	18	24	objective
264127995424423936	62680567	0	21	objective
258779389985173504	551648916	0	6	objective
263398004801798146	245624274	0	19	objective
263398004801798146	245624274	20	20	negative
263398004801798146	245624274	21	23	objective
263953846492094464	463441798	0	26	objective
252650346873245696	275414774	0	5	objective
252650346873245696	275414774	6	6	positive
252650346873245696	275414774	7	21	objective
262497514995978241	14989779	0	21	objective
256787832453079043	199690203	0	7	objective
256787832453079043	199690203	8	8	neutral
256787832453079043	199690203	9	15	objective
264067944458371072	28896087	0	24	objective
263918513083781122	389925947	0	5	objective
263918513083781122	389925947	6	6	positive
263918513083781122	389925947	7	7	objective
263918513083781122	389925947	8	8	negative
263918513083781122	389925947	9	22	objective
262954361427222531	724506216	0	1	objective
262954361427222531	724506216	2	2	negative
262954361427222531	724506216	3	20	objective
263664302882443264	377060725	0	12	objective
263664302882443264	377060725	13	14	positive
263664302882443264	377060725	15	18	objective
264074076706983937	337308259	0	7	objective
264074076706983937	337308259	8	8	negative
264074076706983937	337308259	9	19	objective
263795814470664192	521532492	0	2	positive
263795814470664192	521532492	3	5	objective
263795814470664192	521532492	6	9	positive
263795814470664192	521532492	10	19	objective
263795814470664192	521532492	20	21	positive
263795814470664192	521532492	22	24	objective
246566185292926976	139796398	0	25	objective
246566185292926976	139796398	26	26	negative
246566185292926976	139796398	27	28	objective
260851260956221440	242895807	0	5	objective
260851260956221440	242895807	6	6	positive
260851260956221440	242895807	7	8	objective
260851260956221440	242895807	9	13	neutral
260851260956221440	242895807	14	16	objective
263646437458452480	155762352	0	6	objective
263646437458452480	155762352	7	8	positive
263646437458452480	155762352	9	14	objective
263646437458452480	155762352	15	17	positive
263646437458452480	155762352	18	19	objective
262585740079276032	549556280	0	28	objective
264187997887541250	131042222	0	2	objective
264187997887541250	131042222	3	5	negative
264187997887541250	131042222	6	20	objective
264174898807717888	463661547	0	2	objective
264174898807717888	463661547	3	4	positive
264174898807717888	463661547	5	6	objective
264174898807717888	463661547	7	10	negative
264174898807717888	463661547	11	16	objective
264245625682554880	58297064	0	3	positive
264245625682554880	58297064	4	10	objective
263186967615905792	610467658	0	17	objective
263186967615905792	610467658	18	19	negative
263186967615905792	610467658	20	22	objective
257772423926136832	131227888	0	0	objective
257772423926136832	131227888	1	1	positive
257772423926136832	131227888	2	9	objective
262573849323905024	48067637	0	7	objective
262573849323905024	48067637	8	8	positive
262573849323905024	48067637	9	18	objective
256416307182985217	47208627	0	20	objective
262953053659996161	36210889	0	17	objective
263701469289644032	129412273	0	5	objective
263701469289644032	129412273	6	6	positive
263701469289644032	129412273	7	11	objective
263701469289644032	129412273	12	12	positive
263701469289644032	129412273	13	24	objective
225956951136292864	465974864	0	14	objective
256340930414645248	124869414	0	16	objective
256340930414645248	124869414	17	19	positive
256340930414645248	124869414	20	22	objective
256340930414645248	124869414	23	23	positive
264139268249763840	17436164	0	5	objective
264139268249763840	17436164	6	7	positive
264139268249763840	17436164	8	22	objective
264230079494770688	297382357	0	17	objective
237235329806004225	749604048	0	3	objective
237235329806004225	749604048	4	4	positive
237235329806004225	749604048	5	15	objective
237235329806004225	749604048	16	17	positive
237235329806004225	749604048	18	19	objective
237235329806004225	749604048	20	21	positive
237235329806004225	749604048	22	23	objective
255484839732580354	237930106	0	11	objective
255484839732580354	237930106	12	12	positive
263191065086017537	236100068	0	11	objective
263191065086017537	236100068	12	14	positive
263191065086017537	236100068	15	24	objective
264155231804346368	535941624	0	13	objective
264063574035533824	494035942	0	21	objective
263640783863816192	214139359	0	3	objective
263640783863816192	214139359	4	4	negative
263640783863816192	214139359	5	12	objective
263640783863816192	214139359	13	13	negative
263640783863816192	214139359	14	16	objective
263640783863816192	214139359	17	17	negative
263640783863816192	214139359	18	20	objective
264173041146290177	327913057	0	3	objective
264173041146290177	327913057	4	4	positive
264173041146290177	327913057	5	9	objective
264173041146290177	327913057	10	10	positive
264173041146290177	327913057	11	16	objective
264173041146290177	327913057	17	17	positive
264173041146290177	327913057	18	21	objective
259535556055269376	28207562	0	6	objective
259535556055269376	28207562	7	10	negative
259535556055269376	28207562	11	24	objective
261545687106322432	25181326	0	12	objective
261545687106322432	25181326	13	16	positive
261545687106322432	25181326	17	20	objective
264220451012739072	243861856	0	18	objective
263453340925583362	59055457	0	12	objective
264152762026184704	287288414	0	14	objective
263567165507137537	716222329	0	25	objective
263567165507137537	716222329	26	26	negative
263567165507137537	716222329	27	27	objective
263760959779241984	20727102	0	6	objective
263760959779241984	20727102	7	8	positive
263760959779241984	20727102	9	11	objective
261624197380460544	281520735	0	21	objective
257315024354279424	28660297	0	15	objective
257315024354279424	28660297	16	17	positive
257315024354279424	28660297	18	18	objective
264096683766456320	93522700	0	18	objective
264096683766456320	93522700	19	20	negative
264096683766456320	93522700	21	27	objective
263773432750157824	268893346	0	1	neutral
263773432750157824	268893346	2	16	objective
233730670411796481	460864655	0	15	objective
264169849067028480	372547953	0	18	objective
264169849067028480	372547953	19	19	negative
264169849067028480	372547953	20	20	objective
264101105217183744	16412272	0	11	objective
264101105217183744	16412272	12	13	positive
264101105217183744	16412272	14	14	objective
264075914567094273	238664746	0	11	objective
264075914567094273	238664746	12	12	positive
