Uid,Sentiment
871,positive
848,positive
846,positive
814,positive
800,positive
790,positive
781,negative
696,positive
683,neutral
672,positive
669,positive
667,negative
649,neutral
638,positive
630,positive
599,positive
589,positive
573,neutral
563,neutral
556,positive
522,positive
506,positive
465,neutral
461,positive
458,positive
453,negative
409,negative
397,positive
395,positive
363,positive
326,neutral
295,neutral
261,positive
256,positive
198,positive
182,positive
177,positive
168,negative
163,positive
124,positive
73,negative
58,neutral
41,positive
2996,positive
2989,positive
2987,positive
2951,positive
2942,positive
2921,positive
2900,positive
2850,positive
2784,negative
2757,positive
2720,neutral
2675,positive
2665,positive
2660,positive
2655,positive
2606,neutral
2600,neutral
2587,positive
2580,negative
2542,positive
2518,positive
2460,positive
2385,positive
2258,positive
2225,positive
2209,positive
2191,positive
2179,negative
2163,neutral
2129,positive
2111,positive
2068,positive
2059,positive
1972,neutral
1913,positive
1849,positive
1843,positive
1798,positive
1780,positive
1772,neutral
1750,negative
1742,positive
1715,positive
1699,positive
1617,positive
1615,positive
1603,positive
1592,positive
1536,positive
1530,positive
1527,positive
1520,positive
1515,positive
1487,positive
1486,positive
1428,positive
1397,positive
1322,positive
1321,positive
1288,negative
1274,positive
1234,negative
1220,positive
1176,positive
1098,positive
1087,negative
1055,positive
1044,positive
877,positive
864,positive
862,neutral
855,positive
850,neutral
845,positive
830,positive
822,positive
737,positive
734,positive
717,positive
711,positive
706,neutral
695,positive
681,neutral
568,neutral
539,positive
526,neutral
503,neutral
481,neutral
473,positive
424,positive
396,positive
388,positive
374,positive
360,negative
331,positive
315,neutral
312,negative
219,positive
213,negative
208,positive
185,positive
180,positive
162,negative
158,positive
142,neutral
104,positive
70,neutral
53,neutral
2985,positive
2969,neutral
2962,positive
2946,positive
2927,positive
2893,positive
2891,positive
2816,neutral
2769,positive
2741,positive
2739,neutral
2728,positive
2709,positive
2671,negative
2667,neutral
2654,negative
2593,negative
2584,negative
2565,positive
2513,negative
2504,positive
2497,positive
2480,positive
2478,positive
2467,positive
2446,negative
2435,negative
2397,positive
2393,neutral
2377,neutral
2349,positive
2344,positive
2304,neutral
2292,positive
2256,negative
2240,positive
2234,positive
2214,negative
2212,positive
2208,positive
2190,positive
2175,positive
2149,positive
2118,positive
2084,positive
2072,positive
2071,neutral
2062,neutral
2009,positive
1985,positive
1984,positive
1983,neutral
1981,positive
1973,positive
1924,positive
1915,positive
1852,positive
1844,negative
1797,positive
1759,positive
1753,negative
1752,negative
1738,negative
1698,positive
1591,positive
1559,positive
1558,positive
1518,positive
1511,neutral
1470,positive
1452,positive
1441,positive
1439,positive
1418,positive
1410,neutral
1400,positive
1355,positive
1350,positive
1342,positive
1239,positive
1221,positive
1271,positive
1268,positive
1235,negative
1226,positive
1219,negative
1204,positive
1149,positive
1124,positive
1118,positive
1108,positive
1039,positive
1002,positive
952,positive
895,negative
860,positive
851,neutral
829,positive
764,positive
757,positive
741,positive
729,positive
720,positive
657,neutral
654,positive
650,negative
647,positive
634,positive
604,negative
565,positive
549,positive
534,positive
532,positive
528,positive
521,positive
500,neutral
475,neutral
474,positive
470,positive
457,positive
455,positive
439,positive
433,positive
420,positive
368,positive
367,positive
366,negative
356,positive
329,positive
327,positive
320,neutral
305,neutral
285,positive
258,positive
223,negative
201,positive
192,neutral
186,positive
153,neutral
133,positive
123,negative
86,positive
71,positive
64,positive
51,positive
23,negative
2973,positive
2955,positive
2936,positive
2879,positive
2855,positive
2845,positive
2823,positive
2761,positive
2754,positive
2705,positive
2703,positive
2674,negative
2661,positive
2649,negative
2627,positive
2581,negative
2570,positive
2557,negative
2555,positive
2540,positive
2524,positive
2496,positive
2479,positive
2474,negative
2457,positive
2404,positive
2399,neutral
2384,positive
2368,positive
2364,neutral
2330,neutral
2310,negative
2300,positive
2269,positive
2216,positive
2207,positive
2108,positive
2103,positive
2086,positive
2041,positive
1991,positive
1986,neutral
1949,positive
1945,positive
1944,positive
1895,positive
1842,positive
1816,positive
1807,negative
1763,positive
1656,negative
1646,positive
1599,positive
1521,positive
1504,positive
1498,positive
1476,positive
1453,positive
1438,positive
1407,positive
1376,positive
1371,neutral
1308,positive
1216,positive
1208,positive
1180,positive
1143,positive
1142,positive
1120,neutral
1056,neutral
1021,positive
1014,positive
984,positive
960,positive
948,positive
903,neutral
883,positive
865,positive
833,positive
820,neutral
812,positive
740,positive
731,positive
709,positive
678,positive
623,positive
610,neutral
607,positive
538,positive
531,positive
520,positive
493,positive
464,negative
401,neutral
362,positive
358,positive
351,positive
340,positive
299,negative
206,negative
205,positive
197,positive
179,positive
150,negative
118,positive
117,positive
97,positive
92,positive
68,neutral
2980,positive
2959,positive
2938,positive
2925,positive
2899,positive
2869,negative
2860,negative
2844,negative
2835,positive
2822,positive
2766,positive
2755,positive
2753,positive
2738,positive
2736,positive
2730,negative
2727,positive
2719,negative
2716,positive
2711,negative
2693,positive
2682,positive
2680,positive
2678,positive
2616,positive
2614,positive
2613,positive
2582,positive
2576,positive
2531,neutral
2530,positive
2495,neutral
2491,positive
2470,positive
2445,positive
2418,positive
2352,positive
2331,positive
2315,positive
2279,positive
2277,negative
2230,positive
2221,positive
2202,positive
2200,positive
2196,positive
2195,neutral
2183,neutral
2102,positive
2093,positive
2088,positive
2045,positive
2027,neutral
2019,positive
2018,positive
1953,positive
1936,neutral
1899,positive
1875,neutral
1874,positive
1832,positive
1819,positive
1805,positive
1801,positive
1800,positive
1792,positive
1770,positive
1751,neutral
1657,positive
1604,positive
1557,negative
1539,positive
1528,positive
1509,positive
1479,positive
1475,positive
1468,positive
1448,positive
1380,positive
1365,positive
1359,positive
1347,positive
1586,neutral
1580,positive
1525,positive
1446,negative
1426,positive
1421,positive
1409,positive
1392,negative
1360,positive
1344,negative
1240,positive
1202,neutral
1194,positive
1181,positive
1172,positive
1161,positive
1150,positive
1123,positive
1024,negative
1022,negative
1008,neutral
968,positive
899,positive
893,positive
888,negative
827,positive
777,positive
745,positive
639,positive
553,positive
544,negative
542,positive
451,positive
435,neutral
423,positive
413,positive
412,positive
393,positive
387,positive
381,positive
348,positive
310,positive
302,negative
294,neutral
262,negative
230,neutral
229,positive
200,positive
195,positive
187,neutral
154,positive
126,neutral
120,positive
106,neutral
94,positive
2966,negative
2920,neutral
2916,positive
2911,positive
2804,positive
2789,positive
2786,positive
2759,negative
2744,positive
2732,positive
2710,positive
2701,positive
2699,positive
2683,negative
2639,negative
2637,positive
2624,negative
2556,positive
2533,neutral
2517,negative
2510,neutral
2433,positive
2417,positive
2409,positive
2395,positive
2379,positive
2357,positive
2348,positive
2242,positive
2217,positive
2184,positive
2182,neutral
2152,positive
2145,positive
2133,negative
2082,negative
2038,negative
2034,positive
2030,positive
1998,neutral
1982,positive
1929,positive
1902,positive
1884,neutral
1880,positive
1868,negative
1836,positive
1835,positive
1829,positive
1790,positive
1741,neutral
1714,positive
1697,negative
1685,positive
1637,positive
1627,positive
1608,neutral
1574,neutral
1543,neutral
1517,positive
1516,positive
1514,positive
1497,positive
1471,positive
1465,positive
1463,neutral
1429,positive
1413,positive
1389,negative
1377,positive
1278,positive
1256,positive
1228,positive
1679,positive
1676,positive
1655,neutral
1652,positive
1636,negative
1629,positive
1624,positive
1589,neutral
1572,neutral
1550,positive
1523,negative
1499,positive
1494,positive
1488,positive
1467,negative
1462,neutral
1460,positive
1436,positive
1391,positive
1390,positive
1358,positive
1345,positive
1336,positive
1333,positive
1325,neutral
1304,positive
1289,positive
1266,negative
1213,positive
1166,positive
1137,positive
1132,positive
1086,neutral
1041,neutral
1031,neutral
1029,negative
1017,positive
1013,positive
982,positive
964,positive
957,positive
936,positive
803,neutral
798,positive
788,positive
772,negative
758,neutral
628,positive
617,positive
603,positive
552,positive
533,positive
530,neutral
514,positive
485,positive
448,negative
417,positive
296,neutral
242,neutral
226,neutral
204,neutral
174,positive
151,positive
136,positive
98,neutral
84,positive
60,neutral
40,positive
2992,positive
2990,positive
2979,neutral
2949,positive
2947,positive
2923,positive
2922,positive
2901,positive
2849,positive
2805,positive
2791,negative
2787,positive
2770,positive
2743,negative
2615,neutral
2597,positive
2569,neutral
2550,positive
2549,positive
2546,positive
2535,positive
2450,positive
2442,negative
2434,negative
2427,positive
2422,positive
2387,negative
2338,positive
2332,positive
2322,positive
2314,negative
2312,positive
2296,negative
2231,positive
2186,negative
2166,positive
2165,positive
2157,positive
2155,negative
2144,neutral
2087,negative
2042,positive
2015,negative
1994,positive
1967,positive
1935,positive
1930,neutral
1921,positive
1919,positive
1909,negative
1888,positive
1876,positive
1827,positive
1806,negative
1732,positive
1707,positive
1683,positive
1653,positive
1623,positive
1596,positive
1070,positive
1033,negative
1023,negative
997,positive
995,positive
983,positive
979,positive
975,positive
966,positive
962,neutral
961,positive
886,positive
857,positive
847,positive
841,positive
807,positive
789,neutral
779,positive
744,positive
728,positive
713,negative
640,negative
627,neutral
613,positive
612,negative
592,positive
572,positive
564,positive
561,negative
559,neutral
536,negative
513,positive
487,positive
456,positive
408,positive
404,neutral
399,negative
386,positive
379,positive
334,negative
279,positive
270,neutral
246,positive
217,positive
216,positive
211,neutral
196,positive
166,neutral
161,positive
160,positive
137,positive
130,positive
125,negative
121,positive
107,negative
74,negative
62,positive
45,negative
10,positive
2918,positive
2828,negative
2788,positive
2781,positive
2776,positive
2724,positive
2691,positive
2656,negative
2648,positive
2645,positive
2636,positive
2632,positive
2610,positive
2592,positive
2564,positive
2537,positive
2534,positive
2507,positive
2465,negative
2463,positive
2452,positive
2441,negative
2415,positive
2414,positive
2375,positive
2353,positive
2318,positive
2282,positive
2263,positive
2218,positive
2187,positive
2132,positive
2121,neutral
2094,positive
2074,negative
2066,neutral
2053,positive
2050,neutral
2044,positive
2023,neutral
2022,positive
1992,positive
1979,neutral
1977,neutral
1974,positive
1959,negative
1957,positive
1947,positive
1933,positive
1932,negative
1925,positive
1887,positive
1883,positive
1873,positive
1863,positive
1862,positive
1857,positive
1820,positive
1815,positive
1796,negative
1794,positive
1779,positive
1764,positive
1762,neutral
1761,positive
1749,positive
1729,neutral
1722,positive
1713,positive
1284,positive
1232,positive
1217,neutral
1189,positive
1121,positive
1110,neutral
1104,positive
1097,positive
1069,neutral
1058,positive
992,positive
981,negative
972,positive
951,positive
911,negative
835,positive
799,positive
792,positive
715,positive
677,positive
676,positive
670,neutral
666,positive
664,positive
658,negative
585,positive
583,neutral
562,positive
548,positive
511,positive
497,neutral
468,neutral
430,positive
426,positive
385,neutral
372,neutral
370,positive
291,positive
231,neutral
218,neutral
146,negative
109,positive
69,positive
43,positive
32,negative
27,neutral
12,positive
2865,positive
2863,neutral
2857,negative
2790,positive
2783,negative
2779,positive
2778,positive
2760,positive
2740,neutral
2688,positive
2647,negative
2640,neutral
2635,neutral
2620,negative
2604,positive
2603,neutral
2572,positive
2541,positive
2529,positive
2522,positive
2511,positive
2498,positive
2486,positive
2378,negative
2367,positive
2328,positive
2326,positive
2278,positive
2268,positive
2233,positive
2156,negative
2148,positive
2124,positive
2110,positive
2107,neutral
2039,neutral
1988,positive
1976,negative
1918,negative
1917,positive
1912,neutral
1908,negative
1897,positive
1892,positive
1890,positive
1853,positive
1834,neutral
1814,positive
1809,neutral
1804,negative
1788,negative
1785,positive
1766,negative
1756,positive
1746,positive
1727,neutral
1721,negative
1708,positive
1704,positive
1688,neutral
1687,positive
1674,negative
1650,negative
1647,neutral
1640,positive
1621,positive
1495,positive
1477,positive
1457,neutral
1449,neutral
1434,negative
1417,positive
1382,positive
1331,negative
1314,neutral
1290,neutral
1254,neutral
1207,neutral
1178,positive
1151,positive
1076,positive
1942,positive
1934,positive
1927,positive
1881,positive
1878,positive
1859,positive
1845,positive
1841,positive
1795,positive
1793,positive
1776,neutral
1773,negative
1771,positive
1740,positive
1733,positive
1726,negative
1725,positive
1720,positive
1682,positive
1671,positive
1654,positive
1645,positive
1552,positive
1529,neutral
1461,positive
1398,positive
1361,positive
1260,positive
1236,positive
1163,positive
1162,positive
1152,positive
1066,positive
1016,positive
940,neutral
875,positive
832,positive
747,positive
743,positive
738,positive
699,positive
645,positive
644,positive
620,neutral
590,positive
567,positive
452,positive
450,neutral
443,negative
391,positive
308,positive
259,neutral
247,positive
210,negative
203,positive
175,positive
147,positive
115,neutral
7,positive
2975,positive
2970,neutral
2914,positive
2913,positive
2876,positive
2871,neutral
2851,positive
2847,positive
2811,positive
2796,positive
2767,positive
2751,positive
2697,positive
2663,positive
2650,neutral
2638,positive
2575,positive
2554,negative
2528,neutral
2516,positive
2483,positive
2471,positive
2425,positive
2421,positive
2382,positive
2303,neutral
2302,positive
2244,neutral
2235,positive
2211,positive
2203,neutral
2189,positive
2114,positive
2098,positive
2091,negative
2089,positive
2065,negative
2036,negative
2033,positive
2026,positive
2020,neutral
1963,positive
1956,positive
1858,neutral
1855,neutral
1847,positive
1840,positive
1839,positive
1828,positive
1811,positive
1735,neutral
1734,negative
1691,positive
1684,positive
1680,positive
1658,negative
1651,positive
1649,positive
1644,neutral
1635,positive
1625,positive
1613,neutral
1606,positive
1594,positive
1484,positive
1478,neutral
1454,negative
1445,negative
1408,positive
2350,negative
2316,positive
2294,negative
2274,positive
2272,positive
2220,positive
2188,positive
2172,positive
2113,negative
2079,positive
2073,positive
2014,negative
2012,positive
2010,positive
2005,positive
2004,positive
1999,positive
1987,neutral
1971,positive
1960,positive
1951,positive
1903,positive
1893,negative
1851,positive
1812,positive
1808,negative
1802,positive
1784,negative
1747,neutral
1728,positive
1719,positive
1712,positive
1703,negative
1675,positive
1663,positive
1659,positive
1642,negative
1638,positive
1633,positive
1575,positive
1563,positive
1541,positive
1458,positive
1384,positive
1383,positive
1363,neutral
1353,neutral
1349,positive
1346,positive
1293,positive
1286,positive
1279,positive
1241,positive
1238,positive
1211,positive
1146,negative
1144,positive
1106,positive
1102,positive
1082,negative
1062,positive
1052,positive
1050,positive
955,positive
905,positive
904,negative
778,positive
775,negative
752,positive
551,positive
502,negative
472,positive
445,positive
434,positive
428,positive
425,positive
376,negative
357,positive
347,negative
298,negative
244,positive
237,negative
234,neutral
227,negative
215,positive
188,positive
155,negative
112,negative
111,neutral
79,positive
13,negative
2958,positive
2952,negative
2950,positive
2924,negative
2917,positive
2897,positive
2881,negative
2867,positive
2854,positive
2815,positive
2765,positive
2745,positive
2733,positive
2605,positive
2523,negative
2485,positive
2456,positive
2449,positive
2437,negative
2413,positive
2376,positive
2360,positive
2324,positive
2308,positive
2293,negative
2271,positive
2257,negative
2215,negative
2206,positive
2199,negative
2180,positive
2151,positive
2136,neutral
2122,positive
2037,positive
1964,positive
1950,neutral
2945,positive
2912,positive
2910,positive
2895,negative
2874,positive
2866,negative
2839,positive
2838,positive
2801,positive
2715,positive
2708,positive
2666,positive
2658,negative
2619,neutral
2596,positive
2553,positive
2526,positive
2501,positive
2462,negative
2438,positive
2389,positive
2381,neutral
2345,positive
2336,positive
2298,positive
2251,positive
2227,positive
2197,negative
2192,negative
2185,positive
2134,negative
2101,positive
2085,positive
2076,negative
2006,positive
2000,positive
1970,negative
1900,positive
1885,positive
1871,positive
1831,positive
1825,negative
1810,positive
1775,negative
1765,positive
1736,positive
1705,neutral
1701,positive
1696,negative
1694,positive
1693,positive
1670,positive
1665,negative
1662,negative
1634,positive
1573,negative
1522,positive
1403,positive
1330,negative
1301,positive
1252,positive
1223,positive
1184,positive
1170,positive
1158,positive
1119,negative
1100,positive
1094,positive
1028,positive
969,positive
945,positive
906,negative
900,positive
889,neutral
869,positive
849,positive
839,positive
836,positive
825,positive
818,positive
783,positive
725,positive
701,positive
680,negative
646,positive
626,positive
499,neutral
486,positive
402,positive
359,positive
265,negative
232,positive
193,positive
145,positive
122,positive
90,neutral
83,positive
81,negative
63,neutral
48,negative
4,positive
1,positive
2984,positive
2964,positive
2944,positive
2908,positive
2884,positive
2842,positive
2840,positive
2831,positive
2829,positive
2803,positive
2748,neutral
2679,positive
2676,negative
2644,positive
2630,positive
2629,positive
2595,positive
2568,neutral
2566,negative
2505,positive
2488,positive
2453,positive
2439,positive
2392,positive
2388,positive
2373,positive
1057,positive
1051,positive
1046,positive
1025,positive
1020,positive
907,positive
896,positive
881,neutral
831,positive
824,positive
817,positive
794,neutral
753,positive
726,positive
719,positive
703,positive
673,positive
636,negative
577,positive
574,positive
547,positive
515,negative
504,positive
411,neutral
342,negative
339,positive
307,neutral
297,neutral
268,negative
228,positive
209,positive
132,positive
131,positive
108,positive
103,negative
85,positive
8,positive
6,negative
2976,positive
2960,positive
2931,positive
2885,positive
2819,negative
2795,positive
2792,positive
2771,positive
2731,positive
2729,positive
2681,neutral
2662,positive
2657,negative
2641,negative
2621,positive
2609,positive
2602,positive
2559,neutral
2506,neutral
2469,positive
2430,neutral
2423,positive
2420,neutral
2284,positive
2265,negative
2204,positive
2147,negative
2100,neutral
2058,positive
1980,neutral
1968,positive
1965,positive
1920,negative
1914,positive
1898,neutral
1889,positive
1866,negative
1865,neutral
1821,neutral
1778,positive
1731,positive
1710,negative
1686,positive
1678,positive
1673,negative
1664,positive
1661,positive
1622,positive
1620,positive
1551,positive
1531,negative
1506,positive
1493,neutral
1362,positive
1310,positive
1291,negative
1282,positive
1281,positive
1209,positive
1191,negative
1155,positive
1128,neutral
1084,positive
944,negative
858,positive
821,positive
813,neutral
802,positive
763,positive
693,positive
622,positive
582,positive
580,positive
509,positive
377,negative
373,negative
235,positive
225,positive
220,positive
159,neutral
148,negative
119,positive
113,negative
88,positive
59,positive
57,neutral
50,negative
22,negative
2986,positive
2967,positive
2168,positive
2137,positive
2131,positive
2115,positive
2112,neutral
2049,negative
1975,positive
1952,positive
1948,positive
1939,positive
1928,negative
1911,positive
1906,neutral
1879,negative
1877,neutral
1850,neutral
1823,neutral
1757,positive
1737,negative
1690,positive
1631,negative
1598,positive
1542,positive
1537,negative
1533,negative
1513,positive
1489,positive
1483,positive
1447,neutral
1375,positive
1373,positive
1357,positive
1343,positive
1338,negative
1285,positive
1116,neutral
1112,positive
1078,positive
1030,positive
1026,neutral
913,negative
863,positive
811,neutral
767,positive
730,positive
712,neutral
661,neutral
602,positive
593,positive
537,positive
436,positive
353,negative
333,negative
290,positive
253,negative
251,positive
183,negative
157,negative
141,positive
105,positive
89,negative
20,positive
11,positive
2929,positive
2928,positive
2909,neutral
2894,negative
2892,negative
2830,neutral
2726,positive
2717,positive
2653,neutral
2608,positive
2607,neutral
2591,negative
2589,negative
2558,negative
2527,negative
2512,negative
2503,positive
2401,positive
2394,positive
2362,negative
2323,positive
2305,positive
2299,negative
2286,negative
2254,positive
2194,positive
2176,positive
2128,positive
2090,positive
2081,negative
2069,positive
2054,neutral
2047,positive
2040,positive
1940,positive
1938,positive
1926,positive
1861,positive
1838,negative
1813,negative
1745,positive
1711,neutral
1702,positive
1669,positive
1668,positive
1641,negative
1610,positive
1583,neutral
1576,positive
1466,negative
1442,positive
1432,positive
1372,neutral
1369,neutral
1348,positive
1337,positive
1311,positive
1277,neutral
1222,positive
1210,negative
1188,positive
1136,neutral
1103,positive
1101,positive
1073,positive
222,positive
176,positive
156,negative
152,neutral
140,neutral
139,positive
61,neutral
39,neutral
2995,positive
2954,negative
2877,positive
2864,positive
2825,negative
2817,positive
2742,positive
2725,positive
2706,positive
2684,positive
2599,positive
2487,neutral
2458,positive
2391,positive
2351,positive
2276,positive
2270,positive
2261,positive
2255,positive
2241,positive
2229,neutral
2228,positive
2153,positive
2146,neutral
2127,negative
2117,positive
2060,positive
1997,positive
1989,negative
1969,neutral
1954,negative
1943,positive
1870,neutral
1869,positive
1867,positive
1799,positive
1791,positive
1768,positive
1692,negative
1681,neutral
1666,negative
1643,positive
1579,positive
1540,negative
1519,positive
1430,positive
1424,positive
1406,positive
1405,neutral
1396,positive
1386,positive
1341,positive
1312,negative
1309,positive
1248,negative
1214,positive
1206,positive
1177,positive
1139,positive
1092,positive
1004,neutral
953,positive
928,positive
927,negative
908,negative
894,positive
876,neutral
804,neutral
791,positive
771,positive
770,negative
655,neutral
601,neutral
594,positive
570,positive
535,positive
523,positive
495,positive
492,positive
415,neutral
383,positive
365,negative
306,positive
293,positive
292,neutral
212,negative
173,neutral
169,neutral
165,positive
101,negative
2998,positive
2934,positive
2905,positive
2858,positive
2832,positive
2821,positive
2802,positive
2794,neutral
2750,positive
2746,positive
2687,positive
2677,positive
2668,negative
2646,positive
2612,negative
2590,neutral
2543,positive
2508,positive
2410,positive
2400,negative
2374,positive
2354,positive
2291,negative
2290,positive
2288,positive
2287,positive
2252,positive
2193,negative
2174,negative
2173,positive
1882,negative
1824,positive
1767,negative
1748,positive
1660,positive
1560,positive
1420,positive
1388,positive
1354,positive
1352,positive
1295,positive
1287,negative
1259,positive
1258,positive
1230,positive
1174,positive
1157,positive
1053,positive
1018,neutral
1006,positive
933,neutral
922,positive
912,positive
872,positive
805,negative
762,positive
687,positive
660,negative
606,positive
576,neutral
507,positive
496,positive
416,neutral
354,positive
346,positive
318,positive
316,neutral
286,neutral
275,positive
249,negative
116,negative
99,positive
76,positive
5,positive
2978,neutral
2971,positive
2808,negative
2782,positive
2762,negative
2704,positive
2673,positive
2651,positive
2601,negative
2538,positive
2515,positive
2492,positive
2429,positive
2396,positive
2334,negative
2309,neutral
2295,positive
2280,positive
2260,negative
2171,positive
2150,negative
2141,positive
2052,neutral
2043,positive
2011,negative
2008,neutral
1946,negative
1941,positive
1905,negative
1872,positive
1826,negative
1822,negative
1817,neutral
1755,positive
1677,neutral
1648,positive
1639,neutral
1524,positive
1507,neutral
1496,negative
1491,positive
1451,neutral
1435,positive
1303,positive
1292,positive
1275,positive
1231,positive
1131,positive
1107,positive
1081,positive
1072,neutral
1068,negative
1059,positive
1007,neutral
1005,neutral
1000,neutral
994,positive
954,positive
941,neutral
935,negative
931,negative
924,negative
892,positive
837,positive
785,neutral
759,positive
750,positive
736,positive
714,positive
698,neutral
656,positive
619,positive
600,negative
591,neutral
546,neutral
477,negative
406,positive
392,neutral
361,positive
341,positive
319,neutral
254,positive
248,neutral
241,negative
1156,positive
1134,positive
1133,neutral
1099,positive
1089,positive
1042,positive
926,neutral
808,positive
733,negative
707,positive
694,positive
688,positive
682,positive
632,positive
566,negative
516,positive
494,neutral
471,positive
449,positive
446,positive
343,positive
328,neutral
266,neutral
199,positive
191,neutral
184,negative
171,positive
91,positive
82,positive
46,negative
2904,positive
2896,positive
2870,negative
2773,positive
2735,positive
2723,negative
2695,negative
2689,positive
2617,positive
2426,positive
2386,neutral
2369,positive
2366,positive
2306,positive
2297,positive
2238,neutral
2201,negative
2177,negative
2104,positive
2075,positive
2063,positive
2056,positive
2021,positive
1904,positive
1846,positive
1786,negative
1783,neutral
1718,positive
1716,positive
1706,positive
1611,negative
1607,positive
1605,positive
1577,positive
1567,neutral
1554,positive
1512,positive
1502,positive
1469,positive
1455,positive
1427,positive
1414,negative
1404,positive
1334,positive
1317,neutral
1296,neutral
1263,positive
1257,positive
1227,positive
1215,neutral
1088,positive
1065,positive
1061,positive
956,positive
890,positive
873,positive
760,positive
716,neutral
702,positive
